Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/neos-3426132-dieze.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          neos-3426132-dieze
At line 2 ROWS
At line 574 COLUMNS
At line 23677 RHS
At line 23698 BOUNDS
At line 35249 ENDATA
Problem neos-3426132-dieze has 570 rows, 11550 columns and 22550 elements
Coin0008I neos-3426132-dieze read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 401.995 - 0.341042 seconds
Cgl0004I processed model has 570 rows, 11550 columns (11550 integer (2750 of which binary)) and 22550 elements
Coin3009W Conflict graph built in 0.009 seconds, density: 0.001%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0031I 979 added rows had average density of 15.916241
Cbc0013I At root node, 979 cuts changed objective from 401.9952 to 401.9952 in 10 passes
Cbc0014I Cut generator 0 (Probing) - 3175 row cuts average 5.4 elements, 0 column cuts (253 active)  in 1.830 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 7538 row cuts average 34.1 elements, 0 column cuts (0 active)  in 6.404 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 506 row cuts average 4.7 elements, 0 column cuts (0 active)  in 0.431 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.002 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.003 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 461 row cuts average 12.5 elements, 0 column cuts (0 active)  in 0.383 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 786 row cuts average 3.0 elements, 0 column cuts (0 active)  in 0.378 seconds - new frequency is -100
Cbc0014I Cut generator 7 (TwoMirCuts) - 5396 row cuts average 19.3 elements, 0 column cuts (0 active)  in 3.692 seconds - new frequency is -100
Cbc0014I Cut generator 8 (ZeroHalf) - 317 row cuts average 22.8 elements, 0 column cuts (0 active)  in 5.608 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 401.9952 (52.00 seconds)
Cbc0010I After 63536 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4649.09 seconds)
Cbc0010I After 63543 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4649.80 seconds)
Cbc0010I After 63556 nodes, 27962 on tree, 453 best solution, best possible 401.9952 (4650.54 seconds)
Cbc0010I After 63568 nodes, 27965 on tree, 453 best solution, best possible 401.9952 (4651.29 seconds)
Cbc0010I After 63576 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4652.05 seconds)
Cbc0010I After 63587 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4652.85 seconds)
Cbc0010I After 63597 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4653.60 seconds)
Cbc0010I After 63607 nodes, 27954 on tree, 453 best solution, best possible 401.9952 (4654.34 seconds)
Cbc0010I After 63618 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4655.05 seconds)
Cbc0010I After 63630 nodes, 27965 on tree, 453 best solution, best possible 401.9952 (4655.77 seconds)
Cbc0010I After 63639 nodes, 27962 on tree, 453 best solution, best possible 401.9952 (4656.53 seconds)
Cbc0010I After 63648 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4657.23 seconds)
Cbc0010I After 63658 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4658.02 seconds)
Cbc0010I After 63669 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4658.75 seconds)
Cbc0010I After 63679 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4659.49 seconds)
Cbc0010I After 63691 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4660.27 seconds)
Cbc0010I After 63701 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4660.98 seconds)
Cbc0010I After 63711 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4661.79 seconds)
Cbc0010I After 63720 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4662.58 seconds)
Cbc0010I After 63735 nodes, 27962 on tree, 453 best solution, best possible 401.9952 (4663.40 seconds)
Cbc0010I After 63745 nodes, 27962 on tree, 453 best solution, best possible 401.9952 (4664.12 seconds)
Cbc0010I After 63754 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4664.85 seconds)
Cbc0010I After 63764 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4665.64 seconds)
Cbc0010I After 63771 nodes, 27951 on tree, 453 best solution, best possible 401.9952 (4666.36 seconds)
Cbc0010I After 63789 nodes, 27967 on tree, 453 best solution, best possible 401.9952 (4667.08 seconds)
Cbc0010I After 63800 nodes, 27969 on tree, 453 best solution, best possible 401.9952 (4667.79 seconds)
Cbc0010I After 63812 nodes, 27972 on tree, 453 best solution, best possible 401.9952 (4668.51 seconds)
Cbc0010I After 63819 nodes, 27966 on tree, 453 best solution, best possible 401.9952 (4669.30 seconds)
Cbc0010I After 63829 nodes, 27966 on tree, 453 best solution, best possible 401.9952 (4670.04 seconds)
Cbc0010I After 63839 nodes, 27963 on tree, 453 best solution, best possible 401.9952 (4670.76 seconds)
Cbc0010I After 63846 nodes, 27962 on tree, 453 best solution, best possible 401.9952 (4671.51 seconds)
Cbc0010I After 63855 nodes, 27962 on tree, 453 best solution, best possible 401.9952 (4672.29 seconds)
Cbc0010I After 63861 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4672.99 seconds)
Cbc0010I After 63870 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4673.75 seconds)
Cbc0010I After 63879 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4674.46 seconds)
Cbc0010I After 63890 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4675.24 seconds)
Cbc0010I After 63900 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4676.04 seconds)
Cbc0010I After 63909 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4676.79 seconds)
Cbc0010I After 63918 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4677.54 seconds)
Cbc0010I After 63927 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4678.39 seconds)
Cbc0010I After 63936 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4679.12 seconds)
Cbc0010I After 63946 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4679.84 seconds)
Cbc0010I After 63957 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4680.61 seconds)
Cbc0010I After 63966 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4681.43 seconds)
Cbc0010I After 63979 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4682.15 seconds)
Cbc0010I After 63990 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4682.95 seconds)
Cbc0010I After 64002 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4683.80 seconds)
Cbc0010I After 64011 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4684.58 seconds)
Cbc0010I After 64020 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4685.39 seconds)
Cbc0010I After 64032 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4686.15 seconds)
Cbc0010I After 64042 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4686.86 seconds)
Cbc0010I After 64053 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4687.64 seconds)
Cbc0010I After 64061 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4688.43 seconds)
Cbc0010I After 64072 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4689.14 seconds)
Cbc0010I After 64079 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4689.85 seconds)
Cbc0010I After 64089 nodes, 27949 on tree, 453 best solution, best possible 401.9952 (4690.58 seconds)
Cbc0010I After 64099 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4691.34 seconds)
Cbc0010I After 64109 nodes, 27948 on tree, 453 best solution, best possible 401.9952 (4692.05 seconds)
Cbc0010I After 64122 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4692.76 seconds)
Cbc0010I After 64131 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4693.57 seconds)
Cbc0010I After 64141 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4694.29 seconds)
Cbc0010I After 64152 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4695.00 seconds)
Cbc0010I After 64161 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4695.73 seconds)
Cbc0010I After 64172 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4696.44 seconds)
Cbc0010I After 64181 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4697.15 seconds)
Cbc0010I After 64189 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4697.86 seconds)
Cbc0010I After 64199 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4698.58 seconds)
Cbc0010I After 64209 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4699.36 seconds)
Cbc0010I After 64218 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4700.11 seconds)
Cbc0010I After 64227 nodes, 27954 on tree, 453 best solution, best possible 401.9952 (4700.91 seconds)
Cbc0010I After 64238 nodes, 27951 on tree, 453 best solution, best possible 401.9952 (4701.72 seconds)
Cbc0010I After 64248 nodes, 27950 on tree, 453 best solution, best possible 401.9952 (4702.51 seconds)
Cbc0010I After 64261 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4703.23 seconds)
Cbc0010I After 64275 nodes, 27968 on tree, 453 best solution, best possible 401.9952 (4703.93 seconds)
Cbc0010I After 64286 nodes, 27966 on tree, 453 best solution, best possible 401.9952 (4704.68 seconds)
Cbc0010I After 64294 nodes, 27967 on tree, 453 best solution, best possible 401.9952 (4705.41 seconds)
Cbc0010I After 64305 nodes, 27964 on tree, 453 best solution, best possible 401.9952 (4706.14 seconds)
Cbc0010I After 64315 nodes, 27967 on tree, 453 best solution, best possible 401.9952 (4706.85 seconds)
Cbc0010I After 64323 nodes, 27966 on tree, 453 best solution, best possible 401.9952 (4707.64 seconds)
Cbc0010I After 64334 nodes, 27966 on tree, 453 best solution, best possible 401.9952 (4708.35 seconds)
Cbc0010I After 64343 nodes, 27965 on tree, 453 best solution, best possible 401.9952 (4709.08 seconds)
Cbc0010I After 64354 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4709.79 seconds)
Cbc0010I After 64364 nodes, 27965 on tree, 453 best solution, best possible 401.9952 (4710.60 seconds)
Cbc0010I After 64373 nodes, 27962 on tree, 453 best solution, best possible 401.9952 (4711.36 seconds)
Cbc0010I After 64384 nodes, 27964 on tree, 453 best solution, best possible 401.9952 (4712.07 seconds)
Cbc0010I After 64396 nodes, 27963 on tree, 453 best solution, best possible 401.9952 (4712.85 seconds)
Cbc0010I After 64406 nodes, 27963 on tree, 453 best solution, best possible 401.9952 (4713.61 seconds)
Cbc0010I After 64415 nodes, 27960 on tree, 453 best solution, best possible 401.9952 (4714.33 seconds)
Cbc0010I After 64426 nodes, 27963 on tree, 453 best solution, best possible 401.9952 (4715.08 seconds)
Cbc0010I After 64437 nodes, 27964 on tree, 453 best solution, best possible 401.9952 (4715.84 seconds)
Cbc0010I After 64448 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4716.56 seconds)
Cbc0010I After 64462 nodes, 27967 on tree, 453 best solution, best possible 401.9952 (4717.28 seconds)
Cbc0010I After 64473 nodes, 27962 on tree, 453 best solution, best possible 401.9952 (4718.06 seconds)
Cbc0010I After 64483 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4718.79 seconds)
Cbc0010I After 64492 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4719.55 seconds)
Cbc0010I After 64502 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4720.33 seconds)
Cbc0010I After 64512 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4721.12 seconds)
Cbc0010I After 64523 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4721.83 seconds)
Cbc0010I After 64533 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4722.57 seconds)
Cbc0010I After 64548 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4723.29 seconds)
Cbc0010I After 64559 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4724.04 seconds)
Cbc0010I After 64569 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4724.80 seconds)
Cbc0010I After 64581 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4725.54 seconds)
Cbc0010I After 64594 nodes, 27961 on tree, 453 best solution, best possible 401.9952 (4726.32 seconds)
Cbc0010I After 64605 nodes, 27958 on tree, 453 best solution, best possible 401.9952 (4727.15 seconds)
Cbc0010I After 64615 nodes, 27954 on tree, 453 best solution, best possible 401.9952 (4727.92 seconds)
Cbc0010I After 64626 nodes, 27953 on tree, 453 best solution, best possible 401.9952 (4728.63 seconds)
Cbc0010I After 64638 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4729.35 seconds)
Cbc0010I After 64650 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4730.06 seconds)
Cbc0010I After 64659 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4730.83 seconds)
Cbc0010I After 64671 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4731.57 seconds)
Cbc0010I After 64682 nodes, 27960 on tree, 453 best solution, best possible 401.9952 (4732.27 seconds)
Cbc0010I After 64691 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4733.07 seconds)
Cbc0010I After 64701 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4733.80 seconds)
Cbc0010I After 64713 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4734.55 seconds)
Cbc0010I After 64723 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4735.28 seconds)
Cbc0010I After 64731 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4736.03 seconds)
Cbc0010I After 64740 nodes, 27949 on tree, 453 best solution, best possible 401.9952 (4736.78 seconds)
Cbc0010I After 64755 nodes, 27960 on tree, 453 best solution, best possible 401.9952 (4737.61 seconds)
Cbc0010I After 64764 nodes, 27959 on tree, 453 best solution, best possible 401.9952 (4738.37 seconds)
Cbc0010I After 64774 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4739.09 seconds)
Cbc0010I After 64785 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4739.89 seconds)
Cbc0010I After 64797 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4740.62 seconds)
Cbc0010I After 64808 nodes, 27957 on tree, 453 best solution, best possible 401.9952 (4741.34 seconds)
Cbc0010I After 64817 nodes, 27954 on tree, 453 best solution, best possible 401.9952 (4742.12 seconds)
Cbc0010I After 64828 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4742.87 seconds)
Cbc0010I After 64839 nodes, 27950 on tree, 453 best solution, best possible 401.9952 (4743.67 seconds)
Cbc0010I After 64848 nodes, 27951 on tree, 453 best solution, best possible 401.9952 (4744.47 seconds)
Cbc0010I After 64860 nodes, 27954 on tree, 453 best solution, best possible 401.9952 (4745.19 seconds)
Cbc0010I After 64868 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4745.90 seconds)
Cbc0010I After 64879 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4746.62 seconds)
Cbc0010I After 64892 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4747.35 seconds)
Cbc0010I After 64903 nodes, 27956 on tree, 453 best solution, best possible 401.9952 (4748.12 seconds)
Cbc0010I After 64912 nodes, 27951 on tree, 453 best solution, best possible 401.9952 (4748.86 seconds)
Cbc0010I After 64922 nodes, 27950 on tree, 453 best solution, best possible 401.9952 (4749.59 seconds)
Cbc0010I After 64930 nodes, 27948 on tree, 453 best solution, best possible 401.9952 (4750.31 seconds)
Cbc0010I After 64941 nodes, 27954 on tree, 453 best solution, best possible 401.9952 (4751.02 seconds)
Cbc0010I After 64951 nodes, 27954 on tree, 453 best solution, best possible 401.9952 (4751.73 seconds)
Cbc0010I After 64961 nodes, 27954 on tree, 453 best solution, best possible 401.9952 (4752.44 seconds)
Cbc0010I After 64971 nodes, 27952 on tree, 453 best solution, best possible 401.9952 (4753.19 seconds)
Cbc0010I After 64986 nodes, 27954 on tree, 453 best solution, best possible 401.9952 (4753.92 seconds)
Cbc0010I After 64994 nodes, 27953 on tree, 453 best solution, best possible 401.9952 (4754.64 seconds)
Cbc0010I After 65004 nodes, 27955 on tree, 453 best solution, best possible 401.9952 (4755.47 seconds)
Cbc0010I After 65015 nodes, 27966 on tree, 453 best solution, best possible 401.9952 (4756.19 seconds)
Cbc0010I After 65031 nodes, 27982 on tree, 453 best solution, best possible 401.9952 (4756.95 seconds)
Cbc0010I After 65049 nodes, 28000 on tree, 453 best solution, best possible 401.9952 (4757.69 seconds)
Cbc0010I After 65072 nodes, 28023 on tree, 453 best solution, best possible 401.9952 (4758.41 seconds)
Cbc0010I After 65093 nodes, 28044 on tree, 453 best solution, best possible 401.9952 (4759.12 seconds)
Cbc0010I After 65115 nodes, 28066 on tree, 453 best solution, best possible 401.9952 (4759.84 seconds)
Cbc0010I After 65139 nodes, 28090 on tree, 453 best solution, best possible 401.9952 (4760.57 seconds)
Cbc0010I After 65163 nodes, 28114 on tree, 453 best solution, best possible 401.9952 (4761.30 seconds)
Cbc0010I After 65186 nodes, 28137 on tree, 453 best solution, best possible 401.9952 (4762.02 seconds)
Cbc0010I After 65210 nodes, 28161 on tree, 453 best solution, best possible 401.9952 (4762.72 seconds)
Cbc0010I After 65234 nodes, 28185 on tree, 453 best solution, best possible 401.9952 (4763.45 seconds)
Cbc0010I After 65258 nodes, 28209 on tree, 453 best solution, best possible 401.9952 (4764.17 seconds)
Cbc0010I After 65280 nodes, 28231 on tree, 453 best solution, best possible 401.9952 (4764.88 seconds)
Cbc0010I After 65305 nodes, 28256 on tree, 453 best solution, best possible 401.9952 (4765.60 seconds)
Cbc0010I After 65328 nodes, 28279 on tree, 453 best solution, best possible 401.9952 (4766.35 seconds)
Cbc0010I After 65352 nodes, 28303 on tree, 453 best solution, best possible 401.9952 (4767.06 seconds)
Cbc0010I After 65376 nodes, 28327 on tree, 453 best solution, best possible 401.9952 (4767.79 seconds)
Cbc0010I After 65400 nodes, 28351 on tree, 453 best solution, best possible 401.9952 (4768.52 seconds)
Cbc0010I After 65424 nodes, 28375 on tree, 453 best solution, best possible 401.9952 (4769.26 seconds)
Cbc0010I After 65449 nodes, 28400 on tree, 453 best solution, best possible 401.9952 (4769.97 seconds)
Cbc0010I After 65475 nodes, 28426 on tree, 453 best solution, best possible 401.9952 (4770.70 seconds)
Cbc0010I After 65499 nodes, 28450 on tree, 453 best solution, best possible 401.9952 (4771.44 seconds)
Cbc0010I After 65522 nodes, 28473 on tree, 453 best solution, best possible 401.9952 (4772.15 seconds)
Cbc0010I After 65544 nodes, 28495 on tree, 453 best solution, best possible 401.9952 (4772.88 seconds)
Cbc0010I After 65570 nodes, 28521 on tree, 453 best solution, best possible 401.9952 (4773.61 seconds)
Cbc0010I After 65596 nodes, 28547 on tree, 453 best solution, best possible 401.9952 (4774.33 seconds)
Cbc0010I After 65619 nodes, 28570 on tree, 453 best solution, best possible 401.9952 (4775.04 seconds)
Cbc0010I After 65637 nodes, 28588 on tree, 453 best solution, best possible 401.9952 (4775.77 seconds)
Cbc0010I After 65661 nodes, 28612 on tree, 453 best solution, best possible 401.9952 (4776.51 seconds)
Cbc0010I After 65688 nodes, 28639 on tree, 453 best solution, best possible 401.9952 (4777.23 seconds)
Cbc0010I After 65713 nodes, 28664 on tree, 453 best solution, best possible 401.9952 (4777.95 seconds)
Cbc0010I After 65738 nodes, 28689 on tree, 453 best solution, best possible 401.9952 (4778.66 seconds)
Cbc0010I After 65761 nodes, 28712 on tree, 453 best solution, best possible 401.9952 (4779.36 seconds)
Cbc0010I After 65784 nodes, 28735 on tree, 453 best solution, best possible 401.9952 (4780.07 seconds)
Cbc0010I After 65808 nodes, 28759 on tree, 453 best solution, best possible 401.9952 (4780.80 seconds)
Cbc0010I After 65836 nodes, 28787 on tree, 453 best solution, best possible 401.9952 (4781.51 seconds)
Cbc0010I After 65859 nodes, 28810 on tree, 453 best solution, best possible 401.9952 (4782.25 seconds)
Cbc0010I After 65883 nodes, 28834 on tree, 453 best solution, best possible 401.9952 (4782.98 seconds)
Cbc0010I After 65905 nodes, 28856 on tree, 453 best solution, best possible 401.9952 (4783.71 seconds)
Cbc0010I After 65931 nodes, 28882 on tree, 453 best solution, best possible 401.9952 (4784.45 seconds)
Cbc0010I After 65956 nodes, 28907 on tree, 453 best solution, best possible 401.9952 (4785.19 seconds)
Cbc0010I After 65979 nodes, 28930 on tree, 453 best solution, best possible 401.9952 (4785.93 seconds)
Cbc0010I After 66003 nodes, 28954 on tree, 453 best solution, best possible 401.9952 (4786.63 seconds)
Cbc0010I After 66030 nodes, 28981 on tree, 453 best solution, best possible 401.9952 (4787.35 seconds)
Cbc0010I After 66055 nodes, 29006 on tree, 453 best solution, best possible 401.9952 (4788.07 seconds)
Cbc0010I After 66078 nodes, 29029 on tree, 453 best solution, best possible 401.9952 (4788.81 seconds)
Cbc0010I After 66104 nodes, 29055 on tree, 453 best solution, best possible 401.9952 (4789.52 seconds)
Cbc0010I After 66127 nodes, 29078 on tree, 453 best solution, best possible 401.9952 (4790.23 seconds)
Cbc0010I After 66153 nodes, 29104 on tree, 453 best solution, best possible 401.9952 (4790.95 seconds)
Cbc0010I After 66179 nodes, 29130 on tree, 453 best solution, best possible 401.9952 (4791.66 seconds)
Cbc0010I After 66205 nodes, 29156 on tree, 453 best solution, best possible 401.9952 (4792.38 seconds)
Cbc0010I After 66228 nodes, 29179 on tree, 453 best solution, best possible 401.9952 (4793.10 seconds)
Cbc0010I After 66250 nodes, 29201 on tree, 453 best solution, best possible 401.9952 (4793.80 seconds)
Cbc0010I After 66277 nodes, 29228 on tree, 453 best solution, best possible 401.9952 (4794.51 seconds)
Cbc0010I After 66302 nodes, 29253 on tree, 453 best solution, best possible 401.9952 (4795.22 seconds)
Cbc0010I After 66327 nodes, 29278 on tree, 453 best solution, best possible 401.9952 (4795.93 seconds)
Cbc0010I After 66352 nodes, 29303 on tree, 453 best solution, best possible 401.9952 (4796.66 seconds)
Cbc0010I After 66375 nodes, 29326 on tree, 453 best solution, best possible 401.9952 (4797.37 seconds)
Cbc0010I After 66402 nodes, 29351 on tree, 453 best solution, best possible 401.9952 (4798.10 seconds)
Cbc0010I After 66426 nodes, 29375 on tree, 453 best solution, best possible 401.9952 (4798.81 seconds)
Cbc0010I After 66450 nodes, 29399 on tree, 453 best solution, best possible 401.9952 (4799.56 seconds)
Cbc0010I After 66473 nodes, 29422 on tree, 453 best solution, best possible 401.9952 (4800.28 seconds)
Cbc0010I After 66492 nodes, 29441 on tree, 453 best solution, best possible 401.9952 (4801.03 seconds)
Cbc0010I After 66512 nodes, 29461 on tree, 453 best solution, best possible 401.9952 (4801.74 seconds)
Cbc0010I After 66528 nodes, 29477 on tree, 453 best solution, best possible 401.9952 (4802.46 seconds)
Cbc0010I After 66549 nodes, 29498 on tree, 453 best solution, best possible 401.9952 (4803.19 seconds)
Cbc0010I After 66573 nodes, 29522 on tree, 453 best solution, best possible 401.9952 (4803.92 seconds)
Cbc0010I After 66597 nodes, 29546 on tree, 453 best solution, best possible 401.9952 (4804.63 seconds)
Cbc0010I After 66611 nodes, 29555 on tree, 453 best solution, best possible 401.9952 (4805.40 seconds)
Cbc0010I After 66622 nodes, 29554 on tree, 453 best solution, best possible 401.9952 (4806.13 seconds)
Cbc0010I After 66633 nodes, 29553 on tree, 453 best solution, best possible 401.9952 (4806.94 seconds)
Cbc0010I After 66643 nodes, 29549 on tree, 453 best solution, best possible 401.9952 (4807.65 seconds)
Cbc0010I After 66652 nodes, 29548 on tree, 453 best solution, best possible 401.9952 (4808.39 seconds)
Cbc0010I After 66663 nodes, 29550 on tree, 453 best solution, best possible 401.9952 (4809.13 seconds)
Cbc0010I After 66672 nodes, 29549 on tree, 453 best solution, best possible 401.9952 (4810.00 seconds)
Cbc0010I After 66684 nodes, 29548 on tree, 453 best solution, best possible 401.9952 (4810.88 seconds)
Cbc0010I After 66694 nodes, 29546 on tree, 453 best solution, best possible 401.9952 (4811.60 seconds)
Cbc0010I After 66703 nodes, 29549 on tree, 453 best solution, best possible 401.9952 (4812.33 seconds)
Cbc0010I After 66712 nodes, 29546 on tree, 453 best solution, best possible 401.9952 (4813.07 seconds)
Cbc0010I After 66722 nodes, 29547 on tree, 453 best solution, best possible 401.9952 (4813.79 seconds)
Cbc0010I After 66730 nodes, 29546 on tree, 453 best solution, best possible 401.9952 (4814.56 seconds)
Cbc0010I After 66740 nodes, 29550 on tree, 453 best solution, best possible 401.9952 (4815.30 seconds)
Cbc0010I After 66750 nodes, 29546 on tree, 453 best solution, best possible 401.9952 (4816.14 seconds)
Cbc0010I After 66759 nodes, 29545 on tree, 453 best solution, best possible 401.9952 (4816.95 seconds)
Cbc0010I After 66767 nodes, 29545 on tree, 453 best solution, best possible 401.9952 (4817.71 seconds)
Cbc0010I After 66776 nodes, 29542 on tree, 453 best solution, best possible 401.9952 (4818.55 seconds)
Cbc0010I After 66786 nodes, 29542 on tree, 453 best solution, best possible 401.9952 (4819.27 seconds)
Cbc0010I After 66794 nodes, 29543 on tree, 453 best solution, best possible 401.9952 (4820.02 seconds)
Cbc0010I After 66804 nodes, 29542 on tree, 453 best solution, best possible 401.9952 (4820.84 seconds)
Cbc0010I After 66813 nodes, 29541 on tree, 453 best solution, best possible 401.9952 (4821.63 seconds)
Cbc0010I After 66822 nodes, 29541 on tree, 453 best solution, best possible 401.9952 (4822.39 seconds)
Cbc0010I After 66831 nodes, 29541 on tree, 453 best solution, best possible 401.9952 (4823.13 seconds)
Cbc0010I After 66841 nodes, 29542 on tree, 453 best solution, best possible 401.9952 (4823.84 seconds)
Cbc0010I After 66849 nodes, 29538 on tree, 453 best solution, best possible 401.9952 (4824.62 seconds)
Cbc0010I After 66859 nodes, 29539 on tree, 453 best solution, best possible 401.9952 (4825.37 seconds)
Cbc0010I After 66868 nodes, 29539 on tree, 453 best solution, best possible 401.9952 (4826.09 seconds)
Cbc0010I After 66877 nodes, 29539 on tree, 453 best solution, best possible 401.9952 (4826.83 seconds)
Cbc0010I After 66887 nodes, 29539 on tree, 453 best solution, best possible 401.9952 (4827.59 seconds)
Cbc0010I After 66895 nodes, 29537 on tree, 453 best solution, best possible 401.9952 (4828.30 seconds)
Cbc0010I After 66906 nodes, 29539 on tree, 453 best solution, best possible 401.9952 (4829.08 seconds)
Cbc0010I After 66918 nodes, 29544 on tree, 453 best solution, best possible 401.9952 (4829.82 seconds)
Cbc0010I After 66927 nodes, 29540 on tree, 453 best solution, best possible 401.9952 (4830.61 seconds)
Cbc0010I After 66936 nodes, 29540 on tree, 453 best solution, best possible 401.9952 (4831.35 seconds)
Cbc0010I After 66945 nodes, 29537 on tree, 453 best solution, best possible 401.9952 (4832.16 seconds)
Cbc0010I After 66960 nodes, 29549 on tree, 453 best solution, best possible 401.9952 (4832.89 seconds)
Cbc0010I After 66974 nodes, 29560 on tree, 453 best solution, best possible 401.9952 (4833.62 seconds)
Cbc0010I After 66984 nodes, 29559 on tree, 453 best solution, best possible 401.9952 (4834.35 seconds)
Cbc0010I After 66996 nodes, 29560 on tree, 453 best solution, best possible 401.9952 (4835.07 seconds)
