Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/neos-2657525-crna.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          neos-2657525-crna
At line 2 ROWS
At line 346 COLUMNS
At line 2071 RHS
At line 2144 BOUNDS
At line 2658 ENDATA
Problem neos-2657525-crna has 342 rows, 524 columns and 1690 elements
Coin0008I neos-2657525-crna read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 0.007514 seconds
Cgl0004I processed model has 256 rows, 436 columns (436 integer (121 of which binary)) and 1474 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.056%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0031I 6 added rows had average density of 76.333333
Cbc0013I At root node, 6 cuts changed objective from 0 to 0 in 17 passes
Cbc0014I Cut generator 0 (Probing) - 2 row cuts average 15.0 elements, 0 column cuts (0 active)  in 0.140 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 58 row cuts average 275.3 elements, 0 column cuts (0 active)  in 0.130 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.027 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.004 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 13 row cuts average 16.0 elements, 0 column cuts (0 active)  in 0.015 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.025 seconds - new frequency is -100
Cbc0014I Cut generator 7 (TwoMirCuts) - 81 row cuts average 86.6 elements, 0 column cuts (0 active)  in 0.069 seconds - new frequency is -100
Cbc0010I After 1 nodes, 2 on tree, 1e+50 best solution, best possible 0 (0.71 seconds)
Cbc0010I After 876895 nodes, 47987 on tree, 7.2305316 best solution, best possible 0 (4421.75 seconds)
Cbc0010I After 877047 nodes, 47990 on tree, 7.2305316 best solution, best possible 0 (4422.46 seconds)
Cbc0010I After 877110 nodes, 48004 on tree, 7.2305316 best solution, best possible 0 (4423.17 seconds)
Cbc0010I After 877193 nodes, 48009 on tree, 7.2305316 best solution, best possible 0 (4423.88 seconds)
Cbc0010I After 877285 nodes, 48023 on tree, 7.2305316 best solution, best possible 0 (4424.59 seconds)
Cbc0010I After 877388 nodes, 48032 on tree, 7.2305316 best solution, best possible 0 (4425.30 seconds)
Cbc0010I After 877479 nodes, 48060 on tree, 7.2305316 best solution, best possible 0 (4426.01 seconds)
Cbc0010I After 877528 nodes, 48076 on tree, 7.2305316 best solution, best possible 0 (4426.73 seconds)
Cbc0010I After 877588 nodes, 48098 on tree, 7.2305316 best solution, best possible 0 (4427.45 seconds)
Cbc0010I After 877655 nodes, 48121 on tree, 7.2305316 best solution, best possible 0 (4428.20 seconds)
Cbc0010I After 877712 nodes, 48148 on tree, 7.2305316 best solution, best possible 0 (4428.92 seconds)
Cbc0010I After 877773 nodes, 48174 on tree, 7.2305316 best solution, best possible 0 (4429.63 seconds)
Cbc0010I After 877855 nodes, 48195 on tree, 7.2305316 best solution, best possible 0 (4430.34 seconds)
Cbc0010I After 877929 nodes, 48215 on tree, 7.2305316 best solution, best possible 0 (4431.04 seconds)
Cbc0010I After 878009 nodes, 48231 on tree, 7.2305316 best solution, best possible 0 (4431.75 seconds)
Cbc0010I After 878195 nodes, 48211 on tree, 7.2305316 best solution, best possible 0 (4432.48 seconds)
Cbc0010I After 878383 nodes, 48206 on tree, 7.2305316 best solution, best possible 0 (4433.18 seconds)
Cbc0010I After 878558 nodes, 48194 on tree, 7.2305316 best solution, best possible 0 (4433.89 seconds)
Cbc0010I After 878793 nodes, 48169 on tree, 7.2305316 best solution, best possible 0 (4434.60 seconds)
Cbc0010I After 878998 nodes, 48148 on tree, 7.2305316 best solution, best possible 0 (4435.32 seconds)
Cbc0010I After 879086 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (4436.08 seconds)
Cbc0010I After 879182 nodes, 48090 on tree, 7.2305316 best solution, best possible 0 (4436.79 seconds)
Cbc0010I After 879267 nodes, 48080 on tree, 7.2305316 best solution, best possible 0 (4437.50 seconds)
Cbc0010I After 879404 nodes, 48054 on tree, 7.2305316 best solution, best possible 0 (4438.23 seconds)
Cbc0010I After 879511 nodes, 48047 on tree, 7.2305316 best solution, best possible 0 (4438.95 seconds)
Cbc0010I After 879626 nodes, 48040 on tree, 7.2305316 best solution, best possible 0 (4439.66 seconds)
Cbc0010I After 879705 nodes, 48030 on tree, 7.2305316 best solution, best possible 0 (4440.37 seconds)
Cbc0010I After 879782 nodes, 48022 on tree, 7.2305316 best solution, best possible 0 (4441.08 seconds)
Cbc0010I After 879877 nodes, 47993 on tree, 7.2305316 best solution, best possible 0 (4441.81 seconds)
Cbc0010I After 880001 nodes, 47977 on tree, 7.2305316 best solution, best possible 0 (4442.52 seconds)
Cbc0010I After 880241 nodes, 47976 on tree, 7.2305316 best solution, best possible 0 (4443.22 seconds)
Cbc0010I After 880407 nodes, 47974 on tree, 7.2305316 best solution, best possible 0 (4443.93 seconds)
Cbc0010I After 880593 nodes, 47969 on tree, 7.2305316 best solution, best possible 0 (4444.64 seconds)
Cbc0010I After 880776 nodes, 47930 on tree, 7.2305316 best solution, best possible 0 (4445.35 seconds)
Cbc0010I After 880968 nodes, 47915 on tree, 7.2305316 best solution, best possible 0 (4447.84 seconds)
Cbc0010I After 881063 nodes, 47931 on tree, 7.2305316 best solution, best possible 0 (4448.56 seconds)
Cbc0010I After 881185 nodes, 47955 on tree, 7.2305316 best solution, best possible 0 (4449.27 seconds)
Cbc0010I After 881232 nodes, 47966 on tree, 7.2305316 best solution, best possible 0 (4449.98 seconds)
Cbc0010I After 881322 nodes, 47974 on tree, 7.2305316 best solution, best possible 0 (4450.69 seconds)
Cbc0010I After 881411 nodes, 47981 on tree, 7.2305316 best solution, best possible 0 (4451.41 seconds)
Cbc0010I After 881503 nodes, 47985 on tree, 7.2305316 best solution, best possible 0 (4452.12 seconds)
Cbc0010I After 881579 nodes, 48006 on tree, 7.2305316 best solution, best possible 0 (4452.83 seconds)
Cbc0010I After 881650 nodes, 48028 on tree, 7.2305316 best solution, best possible 0 (4453.55 seconds)
Cbc0010I After 881727 nodes, 48064 on tree, 7.2305316 best solution, best possible 0 (4454.27 seconds)
Cbc0010I After 881792 nodes, 48092 on tree, 7.2305316 best solution, best possible 0 (4454.98 seconds)
Cbc0010I After 881866 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4455.76 seconds)
Cbc0010I After 881956 nodes, 48130 on tree, 7.2305316 best solution, best possible 0 (4456.47 seconds)
Cbc0010I After 882070 nodes, 48137 on tree, 7.2305316 best solution, best possible 0 (4457.20 seconds)
Cbc0010I After 882263 nodes, 48100 on tree, 7.2305316 best solution, best possible 0 (4457.92 seconds)
Cbc0010I After 882420 nodes, 48086 on tree, 7.2305316 best solution, best possible 0 (4458.64 seconds)
Cbc0010I After 882513 nodes, 48062 on tree, 7.2305316 best solution, best possible 0 (4459.35 seconds)
Cbc0010I After 882599 nodes, 48058 on tree, 7.2305316 best solution, best possible 0 (4460.27 seconds)
Cbc0010I After 882755 nodes, 48033 on tree, 7.2305316 best solution, best possible 0 (4461.05 seconds)
Cbc0010I After 882924 nodes, 48004 on tree, 7.2305316 best solution, best possible 0 (4461.76 seconds)
Cbc0010I After 883095 nodes, 48010 on tree, 7.2305316 best solution, best possible 0 (4462.46 seconds)
Cbc0010I After 883264 nodes, 48030 on tree, 7.2305316 best solution, best possible 0 (4463.17 seconds)
Cbc0010I After 883431 nodes, 48048 on tree, 7.2305316 best solution, best possible 0 (4463.88 seconds)
Cbc0010I After 883587 nodes, 48079 on tree, 7.2305316 best solution, best possible 0 (4464.59 seconds)
Cbc0010I After 883729 nodes, 48111 on tree, 7.2305316 best solution, best possible 0 (4465.30 seconds)
Cbc0010I After 883866 nodes, 48133 on tree, 7.2305316 best solution, best possible 0 (4466.02 seconds)
Cbc0010I After 884000 nodes, 48163 on tree, 7.2305316 best solution, best possible 0 (4466.73 seconds)
Cbc0010I After 884138 nodes, 48159 on tree, 7.2305316 best solution, best possible 0 (4467.44 seconds)
Cbc0010I After 884324 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4468.14 seconds)
Cbc0010I After 884488 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4468.85 seconds)
Cbc0010I After 884669 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4469.56 seconds)
Cbc0010I After 884910 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4470.27 seconds)
Cbc0010I After 885100 nodes, 48131 on tree, 7.2305316 best solution, best possible 0 (4470.99 seconds)
Cbc0010I After 885276 nodes, 48124 on tree, 7.2305316 best solution, best possible 0 (4471.69 seconds)
Cbc0010I After 885424 nodes, 48127 on tree, 7.2305316 best solution, best possible 0 (4472.48 seconds)
Cbc0010I After 885514 nodes, 48124 on tree, 7.2305316 best solution, best possible 0 (4473.19 seconds)
Cbc0010I After 885695 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4473.90 seconds)
Cbc0010I After 885846 nodes, 48124 on tree, 7.2305316 best solution, best possible 0 (4474.61 seconds)
Cbc0010I After 886124 nodes, 48126 on tree, 7.2305316 best solution, best possible 0 (4475.32 seconds)
Cbc0010I After 886425 nodes, 48129 on tree, 7.2305316 best solution, best possible 0 (4476.02 seconds)
Cbc0010I After 886752 nodes, 48132 on tree, 7.2305316 best solution, best possible 0 (4476.73 seconds)
Cbc0010I After 887088 nodes, 48125 on tree, 7.2305316 best solution, best possible 0 (4477.44 seconds)
Cbc0010I After 887379 nodes, 48132 on tree, 7.2305316 best solution, best possible 0 (4478.15 seconds)
Cbc0010I After 887653 nodes, 48129 on tree, 7.2305316 best solution, best possible 0 (4478.85 seconds)
Cbc0010I After 887963 nodes, 48126 on tree, 7.2305316 best solution, best possible 0 (4479.56 seconds)
Cbc0010I After 888228 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4480.27 seconds)
Cbc0010I After 888497 nodes, 48124 on tree, 7.2305316 best solution, best possible 0 (4480.98 seconds)
Cbc0010I After 888722 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (4481.68 seconds)
Cbc0010I After 889009 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4482.39 seconds)
Cbc0010I After 889272 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (4483.10 seconds)
Cbc0010I After 889521 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4483.81 seconds)
Cbc0010I After 889786 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4484.51 seconds)
Cbc0010I After 889981 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4485.22 seconds)
Cbc0010I After 890146 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4485.93 seconds)
Cbc0010I After 890330 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4486.64 seconds)
Cbc0010I After 890512 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (4487.35 seconds)
Cbc0010I After 890709 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4488.06 seconds)
Cbc0010I After 890883 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4488.77 seconds)
Cbc0010I After 891157 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4489.48 seconds)
Cbc0010I After 891422 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4490.19 seconds)
Cbc0010I After 891653 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (4490.89 seconds)
Cbc0010I After 891842 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4491.60 seconds)
Cbc0010I After 891984 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4492.31 seconds)
Cbc0010I After 892151 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4493.03 seconds)
Cbc0010I After 892337 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4493.74 seconds)
Cbc0010I After 892353 nodes, 48121 on tree, 7.2305316 best solution, best possible 0 (4496.24 seconds)
Cbc0010I After 892424 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4496.95 seconds)
Cbc0010I After 892605 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4497.65 seconds)
Cbc0010I After 892820 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4498.36 seconds)
Cbc0010I After 893010 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (4499.07 seconds)
Cbc0010I After 893186 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4499.78 seconds)
Cbc0010I After 893304 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4500.49 seconds)
Cbc0010I After 893468 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4501.19 seconds)
Cbc0010I After 893651 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4501.90 seconds)
Cbc0010I After 893736 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4502.62 seconds)
Cbc0010I After 893938 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4503.33 seconds)
Cbc0010I After 894171 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4504.04 seconds)
Cbc0010I After 894364 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4504.75 seconds)
Cbc0010I After 894513 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (4505.47 seconds)
Cbc0010I After 894636 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4506.18 seconds)
Cbc0010I After 894833 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4506.89 seconds)
Cbc0010I After 895010 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (4507.63 seconds)
Cbc0010I After 895215 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4508.34 seconds)
Cbc0010I After 895365 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4509.06 seconds)
Cbc0010I After 895555 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4509.78 seconds)
Cbc0010I After 895865 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4510.48 seconds)
Cbc0010I After 896047 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4511.21 seconds)
Cbc0010I After 896152 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4511.93 seconds)
Cbc0010I After 896220 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4512.64 seconds)
Cbc0010I After 896304 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4513.35 seconds)
Cbc0010I After 896434 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4514.05 seconds)
Cbc0010I After 896491 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4514.76 seconds)
Cbc0010I After 896643 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4515.49 seconds)
Cbc0010I After 896778 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4516.20 seconds)
Cbc0010I After 896885 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4516.91 seconds)
Cbc0010I After 896973 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4517.61 seconds)
Cbc0010I After 897061 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4518.32 seconds)
Cbc0010I After 897174 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4519.03 seconds)
Cbc0010I After 897260 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4519.75 seconds)
Cbc0010I After 897366 nodes, 48121 on tree, 7.2305316 best solution, best possible 0 (4520.46 seconds)
Cbc0010I After 897519 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4521.19 seconds)
Cbc0010I After 897631 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4521.90 seconds)
Cbc0010I After 897791 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4522.61 seconds)
Cbc0010I After 897934 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4523.32 seconds)
Cbc0010I After 898095 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4524.03 seconds)
Cbc0010I After 898186 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4524.77 seconds)
Cbc0010I After 898265 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4525.48 seconds)
Cbc0010I After 898288 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4530.93 seconds)
Cbc0010I After 898378 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4531.64 seconds)
Cbc0010I After 898472 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (4532.35 seconds)
Cbc0010I After 898659 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4533.06 seconds)
Cbc0010I After 898744 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4540.34 seconds)
Cbc0010I After 898877 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (4541.05 seconds)
Cbc0010I After 899050 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4541.76 seconds)
Cbc0010I After 899221 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4542.66 seconds)
Cbc0010I After 899408 nodes, 48121 on tree, 7.2305316 best solution, best possible 0 (4543.43 seconds)
Cbc0010I After 899598 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4544.18 seconds)
Cbc0010I After 899685 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4544.89 seconds)
Cbc0010I After 899777 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (4545.60 seconds)
Cbc0010I After 899906 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4546.31 seconds)
Cbc0010I After 900017 nodes, 48124 on tree, 7.2305316 best solution, best possible 0 (4547.02 seconds)
Cbc0010I After 900133 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4547.77 seconds)
Cbc0010I After 900249 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4548.48 seconds)
Cbc0010I After 900380 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4549.25 seconds)
Cbc0010I After 900501 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4549.97 seconds)
Cbc0010I After 900598 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4550.69 seconds)
Cbc0010I After 900765 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4551.40 seconds)
Cbc0010I After 900972 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4552.11 seconds)
Cbc0010I After 901293 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4552.81 seconds)
Cbc0010I After 901393 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4553.53 seconds)
Cbc0010I After 901563 nodes, 48124 on tree, 7.2305316 best solution, best possible 0 (4554.23 seconds)
Cbc0010I After 901657 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4554.97 seconds)
Cbc0010I After 901821 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4555.68 seconds)
Cbc0010I After 901980 nodes, 48121 on tree, 7.2305316 best solution, best possible 0 (4556.41 seconds)
Cbc0010I After 902123 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (4557.12 seconds)
Cbc0010I After 902304 nodes, 48122 on tree, 7.2305316 best solution, best possible 0 (4557.83 seconds)
Cbc0010I After 902442 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4558.53 seconds)
Cbc0010I After 902573 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4559.24 seconds)
Cbc0010I After 902691 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4559.95 seconds)
Cbc0010I After 902837 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4560.66 seconds)
Cbc0010I After 902998 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4561.39 seconds)
Cbc0010I After 903182 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4562.10 seconds)
Cbc0010I After 903273 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4562.86 seconds)
Cbc0010I After 903411 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4563.57 seconds)
Cbc0010I After 903523 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4564.28 seconds)
Cbc0010I After 903617 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4564.99 seconds)
Cbc0010I After 903744 nodes, 48123 on tree, 7.2305316 best solution, best possible 0 (4565.69 seconds)
Cbc0010I After 903903 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4566.40 seconds)
Cbc0010I After 904014 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4567.11 seconds)
Cbc0010I After 904157 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4567.81 seconds)
Cbc0010I After 904359 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4568.53 seconds)
Cbc0010I After 904462 nodes, 48121 on tree, 7.2305316 best solution, best possible 0 (4569.23 seconds)
Cbc0010I After 904513 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4569.97 seconds)
Cbc0010I After 904601 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4570.68 seconds)
Cbc0010I After 904723 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4571.40 seconds)
Cbc0010I After 904847 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4572.11 seconds)
Cbc0010I After 904980 nodes, 48121 on tree, 7.2305316 best solution, best possible 0 (4572.82 seconds)
Cbc0010I After 905214 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4573.53 seconds)
Cbc0010I After 905311 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4574.26 seconds)
Cbc0010I After 905323 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4575.89 seconds)
Cbc0010I After 905478 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4576.60 seconds)
Cbc0010I After 905690 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (4577.31 seconds)
Cbc0010I After 905890 nodes, 48125 on tree, 7.2305316 best solution, best possible 0 (4578.02 seconds)
Cbc0010I After 906049 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4578.74 seconds)
Cbc0010I After 906206 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4579.44 seconds)
Cbc0010I After 906389 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4580.15 seconds)
Cbc0010I After 906451 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4583.32 seconds)
Cbc0010I After 906505 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4584.02 seconds)
Cbc0010I After 906562 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4584.73 seconds)
Cbc0010I After 906693 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4585.45 seconds)
Cbc0010I After 906854 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4586.16 seconds)
Cbc0010I After 906996 nodes, 48119 on tree, 7.2305316 best solution, best possible 0 (4586.97 seconds)
Cbc0010I After 907107 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4587.69 seconds)
Cbc0010I After 907208 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4588.43 seconds)
Cbc0010I After 907308 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4589.15 seconds)
Cbc0010I After 907399 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4589.86 seconds)
Cbc0010I After 907497 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4590.59 seconds)
Cbc0010I After 907694 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4591.32 seconds)
Cbc0010I After 907766 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4592.04 seconds)
Cbc0010I After 907887 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4592.75 seconds)
Cbc0010I After 907955 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4593.45 seconds)
Cbc0010I After 908246 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4594.18 seconds)
Cbc0010I After 908423 nodes, 48113 on tree, 7.2305316 best solution, best possible 0 (4594.99 seconds)
Cbc0010I After 908512 nodes, 48120 on tree, 7.2305316 best solution, best possible 0 (4600.72 seconds)
Cbc0010I After 908658 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4601.43 seconds)
Cbc0010I After 908824 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4602.14 seconds)
Cbc0010I After 909066 nodes, 48115 on tree, 7.2305316 best solution, best possible 0 (4602.84 seconds)
Cbc0010I After 909273 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4603.55 seconds)
Cbc0010I After 909397 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4604.26 seconds)
Cbc0010I After 909528 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4605.04 seconds)
Cbc0010I After 909690 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4605.78 seconds)
Cbc0010I After 909821 nodes, 48121 on tree, 7.2305316 best solution, best possible 0 (4606.49 seconds)
Cbc0010I After 909897 nodes, 48117 on tree, 7.2305316 best solution, best possible 0 (4607.21 seconds)
Cbc0010I After 910031 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4607.91 seconds)
Cbc0010I After 910198 nodes, 48114 on tree, 7.2305316 best solution, best possible 0 (4608.62 seconds)
Cbc0010I After 910339 nodes, 48116 on tree, 7.2305316 best solution, best possible 0 (4609.33 seconds)
Cbc0010I After 910524 nodes, 48118 on tree, 7.2305316 best solution, best possible 0 (4610.04 seconds)
Cbc0010I After 910752 nodes, 48096 on tree, 7.2305316 best solution, best possible 0 (4610.74 seconds)
Cbc0010I After 910966 nodes, 48052 on tree, 7.2305316 best solution, best possible 0 (4611.46 seconds)
Cbc0010I After 911273 nodes, 48018 on tree, 7.2305316 best solution, best possible 0 (4612.16 seconds)
Cbc0010I After 911432 nodes, 47985 on tree, 7.2305316 best solution, best possible 0 (4612.87 seconds)
Cbc0010I After 911618 nodes, 47919 on tree, 7.2305316 best solution, best possible 0 (4613.58 seconds)
Cbc0010I After 911937 nodes, 47887 on tree, 7.2305316 best solution, best possible 0 (4614.28 seconds)
Cbc0010I After 912076 nodes, 47872 on tree, 7.2305316 best solution, best possible 0 (4615.00 seconds)
Cbc0010I After 912269 nodes, 47876 on tree, 7.2305316 best solution, best possible 0 (4615.78 seconds)
Cbc0010I After 912448 nodes, 47893 on tree, 7.2305316 best solution, best possible 0 (4616.49 seconds)
Cbc0010I After 912592 nodes, 47879 on tree, 7.2305316 best solution, best possible 0 (4617.19 seconds)
Cbc0010I After 912802 nodes, 47868 on tree, 7.2305316 best solution, best possible 0 (4617.90 seconds)
Cbc0010I After 912942 nodes, 47845 on tree, 7.2305316 best solution, best possible 0 (4621.31 seconds)
Cbc0010I After 913015 nodes, 47854 on tree, 7.2305316 best solution, best possible 0 (4622.02 seconds)
Cbc0010I After 913071 nodes, 47867 on tree, 7.2305316 best solution, best possible 0 (4622.73 seconds)
Cbc0010I After 913116 nodes, 47884 on tree, 7.2305316 best solution, best possible 0 (4623.51 seconds)
Cbc0010I After 913142 nodes, 47891 on tree, 7.2305316 best solution, best possible 0 (4624.24 seconds)
Cbc0010I After 913232 nodes, 47914 on tree, 7.2305316 best solution, best possible 0 (4624.94 seconds)
