Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/cod105.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          cod105
At line 2 ROWS
At line 1028 COLUMNS
At line 59399 RHS
At line 60424 BOUNDS
At line 61449 ENDATA
Problem cod105 has 1024 rows, 1024 columns and 57344 elements
Coin0008I cod105 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is -18.2857 - 16.1239 seconds
Cgl0004I processed model has 1024 rows, 1024 columns (1024 integer (1024 of which binary)) and 57344 elements
Coin3009W Conflict graph built in 0.172 seconds, density: 9.444%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 694 integers unsatisfied sum - 18.2857
Cbc0038I Solution found of -0
Cbc0038I Before mini branch and bound, 330 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 694 columns - too large
Cbc0038I Mini branch and bound did not improve solution (20.02 seconds)
Cbc0038I Round again with cutoff of -2.72848
Cbc0038I Pass   1: suminf.    0.27152 (1) obj. -2.72848 iterations 3023
Cbc0038I Solution found of -3
Cbc0038I Rounding solution of -9 is better than previous of -3
Cbc0038I Before mini branch and bound, 329 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 695 columns - 2 fixed gives 912, 257 - still too large
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 912 rows 257 columns - too large
Cbc0038I Mini branch and bound did not improve solution (41.53 seconds)
Cbc0038I Round again with cutoff of -11.6571
Cbc0038I Pass   2: suminf.   11.65706 (83) obj. -11.6571 iterations 270
Cbc0038I Pass   3: suminf.    8.02039 (165) obj. -11.6571 iterations 1094
Cbc0038I Pass   4: suminf.    2.44826 (188) obj. -11.6571 iterations 1522
Cbc0038I Solution found of -12
Cbc0038I Before mini branch and bound, 234 integers at bound fixed and 0 continuous
Cbc0038I Mini branch and bound did not improve solution (44.75 seconds)
Cbc0038I Round again with cutoff of -14.5856
Cbc0038I Pass   5: suminf.   14.58564 (166) obj. -14.5856 iterations 723
Cbc0038I Pass   6: suminf.   14.58564 (214) obj. -14.5856 iterations 1053
Cbc0038I Pass   7: suminf.   14.58565 (172) obj. -14.5856 iterations 1594
Cbc0038I Pass   8: suminf.   14.91891 (183) obj. -14.9189 iterations 1310
Cbc0038I Pass   9: suminf.   14.58564 (164) obj. -14.5856 iterations 1666
Cbc0038I Pass  10: suminf.   14.60790 (173) obj. -14.6079 iterations 1369
Cbc0038I Pass  11: suminf.   15.14544 (194) obj. -15.1454 iterations 1571
Cbc0038I Pass  12: suminf.   14.99747 (187) obj. -14.9975 iterations 1723
Cbc0038I Pass  13: suminf.   15.22992 (200) obj. -15.2299 iterations 1554
Cbc0038I Pass  14: suminf.   14.84902 (181) obj. -14.849 iterations 1644
Cbc0038I Pass  15: suminf.   14.80463 (180) obj. -14.8046 iterations 1777
Cbc0038I Pass  16: suminf.   14.97305 (182) obj. -14.973 iterations 1624
Cbc0038I Pass  17: suminf.   14.96192 (179) obj. -14.9619 iterations 1590
Cbc0038I Pass  18: suminf.   14.87465 (180) obj. -14.8747 iterations 1441
Cbc0038I No solution found this major pass
Cbc0038I After 68.97 seconds - Feasibility pump exiting with objective of -12 - took 50.03 seconds
Cbc0012I Integer solution of -12 found by feasibility pump after 0 iterations and 0 nodes (68.97 seconds)
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 698 columns - 12 fixed gives 0, 0 - ok now
Cbc0013I At root node, 0 cuts changed objective from -18.285714 to -18.285714 in 1 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.321 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.259 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.111 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 2.111 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.023 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, -12 best solution, best possible -18.285714 (532.44 seconds)
Cbc0010I After 11681 nodes, 836 on tree, -12 best solution, best possible -16.170008 (9187.11 seconds)
Cbc0010I After 11682 nodes, 837 on tree, -12 best solution, best possible -16.170008 (9187.89 seconds)
Cbc0010I After 11683 nodes, 837 on tree, -12 best solution, best possible -16.169863 (9190.35 seconds)
Cbc0010I After 11685 nodes, 838 on tree, -12 best solution, best possible -16.169815 (9193.87 seconds)
Cbc0010I After 11687 nodes, 839 on tree, -12 best solution, best possible -16.169621 (9197.03 seconds)
Cbc0010I After 11689 nodes, 840 on tree, -12 best solution, best possible -16.169006 (9200.14 seconds)
Cbc0010I After 11691 nodes, 841 on tree, -12 best solution, best possible -16.16882 (9202.43 seconds)
Cbc0010I After 11693 nodes, 842 on tree, -12 best solution, best possible -16.168695 (9205.53 seconds)
Cbc0010I After 11694 nodes, 843 on tree, -12 best solution, best possible -16.168695 (9206.28 seconds)
Cbc0010I After 11695 nodes, 843 on tree, -12 best solution, best possible -16.168535 (9209.34 seconds)
Cbc0010I After 11696 nodes, 844 on tree, -12 best solution, best possible -16.168535 (9210.08 seconds)
Cbc0010I After 11697 nodes, 844 on tree, -12 best solution, best possible -16.168161 (9212.86 seconds)
Cbc0010I After 11698 nodes, 845 on tree, -12 best solution, best possible -16.168161 (9213.58 seconds)
Cbc0010I After 11699 nodes, 845 on tree, -12 best solution, best possible -16.167917 (9215.45 seconds)
Cbc0010I After 11701 nodes, 846 on tree, -12 best solution, best possible -16.167703 (9218.17 seconds)
Cbc0010I After 11703 nodes, 847 on tree, -12 best solution, best possible -16.167177 (9221.48 seconds)
Cbc0010I After 11705 nodes, 848 on tree, -12 best solution, best possible -16.166956 (9224.90 seconds)
Cbc0010I After 11707 nodes, 849 on tree, -12 best solution, best possible -16.166923 (9229.07 seconds)
Cbc0010I After 11709 nodes, 850 on tree, -12 best solution, best possible -16.166841 (9231.91 seconds)
Cbc0010I After 11711 nodes, 851 on tree, -12 best solution, best possible -16.166633 (9234.03 seconds)
Cbc0010I After 11713 nodes, 852 on tree, -12 best solution, best possible -16.166355 (9236.46 seconds)
Cbc0010I After 11715 nodes, 853 on tree, -12 best solution, best possible -16.166259 (9239.27 seconds)
Cbc0010I After 11717 nodes, 854 on tree, -12 best solution, best possible -16.16558 (9243.18 seconds)
Cbc0010I After 11719 nodes, 855 on tree, -12 best solution, best possible -16.16539 (9246.58 seconds)
Cbc0010I After 11721 nodes, 856 on tree, -12 best solution, best possible -16.165052 (9249.35 seconds)
Cbc0010I After 11723 nodes, 857 on tree, -12 best solution, best possible -16.165008 (9251.99 seconds)
Cbc0010I After 11724 nodes, 858 on tree, -12 best solution, best possible -16.165008 (9252.73 seconds)
Cbc0010I After 11725 nodes, 858 on tree, -12 best solution, best possible -16.164999 (9254.91 seconds)
Cbc0010I After 11727 nodes, 859 on tree, -12 best solution, best possible -16.164901 (9257.06 seconds)
Cbc0010I After 11729 nodes, 860 on tree, -12 best solution, best possible -16.164776 (9259.91 seconds)
Cbc0010I After 11731 nodes, 861 on tree, -12 best solution, best possible -16.16477 (9262.73 seconds)
Cbc0010I After 11733 nodes, 862 on tree, -12 best solution, best possible -16.164759 (9265.98 seconds)
Cbc0010I After 11735 nodes, 863 on tree, -12 best solution, best possible -16.164644 (9268.25 seconds)
Cbc0010I After 11737 nodes, 864 on tree, -12 best solution, best possible -16.164397 (9270.90 seconds)
Cbc0010I After 11739 nodes, 865 on tree, -12 best solution, best possible -16.164324 (9273.47 seconds)
Cbc0010I After 11741 nodes, 866 on tree, -12 best solution, best possible -16.164149 (9275.62 seconds)
Cbc0010I After 11743 nodes, 867 on tree, -12 best solution, best possible -16.163965 (9279.04 seconds)
Cbc0010I After 11745 nodes, 868 on tree, -12 best solution, best possible -16.163905 (9281.58 seconds)
Cbc0010I After 11746 nodes, 869 on tree, -12 best solution, best possible -16.163905 (9282.32 seconds)
Cbc0010I After 11747 nodes, 869 on tree, -12 best solution, best possible -16.163346 (9284.42 seconds)
Cbc0010I After 11749 nodes, 870 on tree, -12 best solution, best possible -16.162817 (9287.37 seconds)
Cbc0010I After 11751 nodes, 871 on tree, -12 best solution, best possible -16.162652 (9290.07 seconds)
Cbc0010I After 11753 nodes, 872 on tree, -12 best solution, best possible -16.162338 (9292.60 seconds)
Cbc0010I After 11755 nodes, 873 on tree, -12 best solution, best possible -16.16154 (9295.80 seconds)
Cbc0010I After 11757 nodes, 874 on tree, -12 best solution, best possible -16.161052 (9297.93 seconds)
Cbc0010I After 11759 nodes, 875 on tree, -12 best solution, best possible -16.160998 (9300.52 seconds)
Cbc0010I After 11761 nodes, 876 on tree, -12 best solution, best possible -16.160615 (9302.88 seconds)
Cbc0010I After 11763 nodes, 877 on tree, -12 best solution, best possible -16.1606 (9306.08 seconds)
Cbc0010I After 11765 nodes, 878 on tree, -12 best solution, best possible -16.160596 (9308.53 seconds)
Cbc0010I After 11767 nodes, 879 on tree, -12 best solution, best possible -16.160482 (9311.01 seconds)
Cbc0010I After 11769 nodes, 880 on tree, -12 best solution, best possible -16.160235 (9313.11 seconds)
Cbc0010I After 11771 nodes, 881 on tree, -12 best solution, best possible -16.160181 (9315.88 seconds)
Cbc0010I After 11773 nodes, 882 on tree, -12 best solution, best possible -16.160101 (9318.92 seconds)
Cbc0010I After 11775 nodes, 883 on tree, -12 best solution, best possible -16.160099 (9321.37 seconds)
Cbc0010I After 11777 nodes, 884 on tree, -12 best solution, best possible -16.15987 (9323.44 seconds)
Cbc0010I After 11779 nodes, 885 on tree, -12 best solution, best possible -16.158855 (9326.27 seconds)
Cbc0010I After 11781 nodes, 886 on tree, -12 best solution, best possible -16.158446 (9328.44 seconds)
Cbc0010I After 11783 nodes, 887 on tree, -12 best solution, best possible -16.158197 (9330.95 seconds)
Cbc0010I After 11785 nodes, 888 on tree, -12 best solution, best possible -16.158116 (9334.51 seconds)
Cbc0010I After 11787 nodes, 889 on tree, -12 best solution, best possible -16.15811 (9337.12 seconds)
Cbc0010I After 11789 nodes, 890 on tree, -12 best solution, best possible -16.158061 (9339.75 seconds)
Cbc0010I After 11791 nodes, 891 on tree, -12 best solution, best possible -16.157879 (9341.89 seconds)
Cbc0010I After 11793 nodes, 892 on tree, -12 best solution, best possible -16.157813 (9344.48 seconds)
Cbc0010I After 11795 nodes, 893 on tree, -12 best solution, best possible -16.157732 (9347.03 seconds)
Cbc0010I After 11797 nodes, 894 on tree, -12 best solution, best possible -16.157542 (9349.38 seconds)
Cbc0010I After 11799 nodes, 895 on tree, -12 best solution, best possible -16.15751 (9352.05 seconds)
Cbc0010I After 11801 nodes, 896 on tree, -12 best solution, best possible -16.157107 (9355.09 seconds)
Cbc0010I After 11802 nodes, 897 on tree, -12 best solution, best possible -16.157107 (9355.84 seconds)
Cbc0010I After 11803 nodes, 897 on tree, -12 best solution, best possible -16.157044 (9358.83 seconds)
Cbc0010I After 11805 nodes, 898 on tree, -12 best solution, best possible -16.156837 (9361.04 seconds)
Cbc0010I After 11807 nodes, 899 on tree, -12 best solution, best possible -16.156352 (9363.52 seconds)
Cbc0010I After 11809 nodes, 900 on tree, -12 best solution, best possible -16.156298 (9366.67 seconds)
Cbc0010I After 11811 nodes, 901 on tree, -12 best solution, best possible -16.156167 (9369.14 seconds)
Cbc0010I After 11813 nodes, 902 on tree, -12 best solution, best possible -16.156145 (9371.55 seconds)
Cbc0010I After 11815 nodes, 903 on tree, -12 best solution, best possible -16.156086 (9374.68 seconds)
Cbc0010I After 11817 nodes, 904 on tree, -12 best solution, best possible -16.156029 (9377.10 seconds)
Cbc0010I After 11819 nodes, 905 on tree, -12 best solution, best possible -16.155916 (9380.21 seconds)
Cbc0010I After 11821 nodes, 906 on tree, -12 best solution, best possible -16.155864 (9383.62 seconds)
Cbc0010I After 11822 nodes, 907 on tree, -12 best solution, best possible -16.155864 (9384.33 seconds)
Cbc0010I After 11823 nodes, 907 on tree, -12 best solution, best possible -16.155744 (9386.34 seconds)
Cbc0010I After 11825 nodes, 908 on tree, -12 best solution, best possible -16.155229 (9388.52 seconds)
Cbc0010I After 11827 nodes, 909 on tree, -12 best solution, best possible -16.155182 (9391.26 seconds)
Cbc0010I After 11829 nodes, 910 on tree, -12 best solution, best possible -16.155176 (9393.96 seconds)
Cbc0010I After 11831 nodes, 911 on tree, -12 best solution, best possible -16.155059 (9396.58 seconds)
Cbc0010I After 11833 nodes, 912 on tree, -12 best solution, best possible -16.154925 (9399.52 seconds)
Cbc0010I After 11834 nodes, 913 on tree, -12 best solution, best possible -16.154925 (9400.25 seconds)
Cbc0010I After 11835 nodes, 913 on tree, -12 best solution, best possible -16.154907 (9402.93 seconds)
Cbc0010I After 11837 nodes, 914 on tree, -12 best solution, best possible -16.154686 (9404.87 seconds)
Cbc0010I After 11838 nodes, 915 on tree, -12 best solution, best possible -16.154686 (9405.58 seconds)
Cbc0010I After 11839 nodes, 915 on tree, -12 best solution, best possible -16.154475 (9408.62 seconds)
Cbc0010I After 11841 nodes, 916 on tree, -12 best solution, best possible -16.154402 (9412.02 seconds)
Cbc0010I After 11843 nodes, 917 on tree, -12 best solution, best possible -16.15429 (9414.99 seconds)
Cbc0010I After 11845 nodes, 918 on tree, -12 best solution, best possible -16.154263 (9418.02 seconds)
Cbc0010I After 11847 nodes, 919 on tree, -12 best solution, best possible -16.154181 (9420.15 seconds)
Cbc0010I After 11849 nodes, 920 on tree, -12 best solution, best possible -16.153963 (9422.74 seconds)
Cbc0010I After 11850 nodes, 921 on tree, -12 best solution, best possible -16.153963 (9423.47 seconds)
Cbc0010I After 11851 nodes, 921 on tree, -12 best solution, best possible -16.153751 (9425.22 seconds)
Cbc0010I After 11853 nodes, 922 on tree, -12 best solution, best possible -16.152954 (9428.01 seconds)
Cbc0010I After 11854 nodes, 923 on tree, -12 best solution, best possible -16.152954 (9428.81 seconds)
Cbc0010I After 11855 nodes, 923 on tree, -12 best solution, best possible -16.15288 (9430.85 seconds)
Cbc0010I After 11857 nodes, 924 on tree, -12 best solution, best possible -16.152712 (9433.86 seconds)
Cbc0010I After 11858 nodes, 925 on tree, -12 best solution, best possible -16.152712 (9434.59 seconds)
Cbc0010I After 11859 nodes, 925 on tree, -12 best solution, best possible -16.152688 (9436.65 seconds)
Cbc0010I After 11861 nodes, 926 on tree, -12 best solution, best possible -16.152509 (9439.02 seconds)
Cbc0010I After 11863 nodes, 927 on tree, -12 best solution, best possible -16.152418 (9442.09 seconds)
Cbc0010I After 11865 nodes, 928 on tree, -12 best solution, best possible -16.152343 (9445.01 seconds)
Cbc0010I After 11867 nodes, 929 on tree, -12 best solution, best possible -16.151992 (9447.43 seconds)
Cbc0010I After 11869 nodes, 930 on tree, -12 best solution, best possible -16.151942 (9449.62 seconds)
Cbc0010I After 11871 nodes, 931 on tree, -12 best solution, best possible -16.151759 (9452.13 seconds)
Cbc0010I After 11873 nodes, 932 on tree, -12 best solution, best possible -16.151276 (9455.32 seconds)
Cbc0010I After 11875 nodes, 933 on tree, -12 best solution, best possible -16.151211 (9458.11 seconds)
Cbc0010I After 11877 nodes, 934 on tree, -12 best solution, best possible -16.151137 (9460.92 seconds)
Cbc0010I After 11878 nodes, 935 on tree, -12 best solution, best possible -16.151137 (9461.64 seconds)
Cbc0010I After 11879 nodes, 935 on tree, -12 best solution, best possible -16.151121 (9464.78 seconds)
Cbc0010I After 11881 nodes, 936 on tree, -12 best solution, best possible -16.151106 (9467.23 seconds)
Cbc0010I After 11883 nodes, 937 on tree, -12 best solution, best possible -16.151055 (9470.27 seconds)
Cbc0010I After 11885 nodes, 938 on tree, -12 best solution, best possible -16.151042 (9472.40 seconds)
Cbc0010I After 11887 nodes, 939 on tree, -12 best solution, best possible -16.150985 (9474.68 seconds)
Cbc0010I After 11889 nodes, 940 on tree, -12 best solution, best possible -16.1509 (9477.61 seconds)
Cbc0010I After 11891 nodes, 941 on tree, -12 best solution, best possible -16.150589 (9479.70 seconds)
Cbc0010I After 11893 nodes, 942 on tree, -12 best solution, best possible -16.150568 (9482.56 seconds)
Cbc0010I After 11895 nodes, 943 on tree, -12 best solution, best possible -16.150361 (9485.87 seconds)
Cbc0010I After 11897 nodes, 944 on tree, -12 best solution, best possible -16.150178 (9489.28 seconds)
Cbc0010I After 11899 nodes, 945 on tree, -12 best solution, best possible -16.149936 (9491.98 seconds)
Cbc0010I After 11901 nodes, 946 on tree, -12 best solution, best possible -16.149772 (9495.24 seconds)
Cbc0010I After 11903 nodes, 947 on tree, -12 best solution, best possible -16.149735 (9498.39 seconds)
Cbc0010I After 11905 nodes, 948 on tree, -12 best solution, best possible -16.149708 (9500.97 seconds)
Cbc0010I After 11907 nodes, 949 on tree, -12 best solution, best possible -16.14952 (9503.12 seconds)
Cbc0010I After 11909 nodes, 950 on tree, -12 best solution, best possible -16.148807 (9505.80 seconds)
Cbc0010I After 11911 nodes, 951 on tree, -12 best solution, best possible -16.148773 (9508.81 seconds)
Cbc0010I After 11913 nodes, 952 on tree, -12 best solution, best possible -16.148589 (9511.52 seconds)
Cbc0010I After 11915 nodes, 953 on tree, -12 best solution, best possible -16.148505 (9514.54 seconds)
Cbc0010I After 11916 nodes, 954 on tree, -12 best solution, best possible -16.148505 (9515.28 seconds)
Cbc0010I After 11917 nodes, 954 on tree, -12 best solution, best possible -16.148397 (9517.37 seconds)
Cbc0010I After 11919 nodes, 955 on tree, -12 best solution, best possible -16.148344 (9520.17 seconds)
Cbc0010I After 11921 nodes, 956 on tree, -12 best solution, best possible -16.148137 (9523.14 seconds)
Cbc0010I After 11923 nodes, 957 on tree, -12 best solution, best possible -16.148073 (9526.33 seconds)
Cbc0010I After 11925 nodes, 958 on tree, -12 best solution, best possible -16.147675 (9528.89 seconds)
Cbc0010I After 11927 nodes, 959 on tree, -12 best solution, best possible -16.147554 (9532.55 seconds)
Cbc0010I After 11928 nodes, 960 on tree, -12 best solution, best possible -16.147554 (9533.54 seconds)
Cbc0010I After 11929 nodes, 959 on tree, -12 best solution, best possible -16.14744 (9534.78 seconds)
Cbc0010I After 11931 nodes, 960 on tree, -12 best solution, best possible -16.147436 (9537.59 seconds)
Cbc0010I After 11933 nodes, 961 on tree, -12 best solution, best possible -16.147147 (9540.64 seconds)
Cbc0010I After 11935 nodes, 962 on tree, -12 best solution, best possible -16.147062 (9543.16 seconds)
Cbc0010I After 11937 nodes, 963 on tree, -12 best solution, best possible -16.146965 (9545.68 seconds)
Cbc0010I After 11939 nodes, 964 on tree, -12 best solution, best possible -16.146873 (9548.26 seconds)
Cbc0010I After 11941 nodes, 965 on tree, -12 best solution, best possible -16.146485 (9550.99 seconds)
Cbc0010I After 11943 nodes, 966 on tree, -12 best solution, best possible -16.146447 (9554.16 seconds)
Cbc0010I After 11945 nodes, 967 on tree, -12 best solution, best possible -16.146282 (9556.62 seconds)
Cbc0010I After 11946 nodes, 968 on tree, -12 best solution, best possible -16.146282 (9557.87 seconds)
Cbc0010I After 11947 nodes, 967 on tree, -12 best solution, best possible -16.146252 (9560.90 seconds)
Cbc0010I After 11949 nodes, 968 on tree, -12 best solution, best possible -16.146244 (9565.60 seconds)
Cbc0010I After 11950 nodes, 969 on tree, -12 best solution, best possible -16.146244 (9566.57 seconds)
Cbc0010I After 11951 nodes, 969 on tree, -12 best solution, best possible -16.146016 (9568.80 seconds)
Cbc0010I After 11953 nodes, 970 on tree, -12 best solution, best possible -16.145888 (9571.01 seconds)
Cbc0010I After 11955 nodes, 971 on tree, -12 best solution, best possible -16.145719 (9573.90 seconds)
Cbc0010I After 11957 nodes, 972 on tree, -12 best solution, best possible -16.145676 (9577.30 seconds)
Cbc0010I After 11959 nodes, 973 on tree, -12 best solution, best possible -16.145588 (9579.83 seconds)
Cbc0010I After 11961 nodes, 974 on tree, -12 best solution, best possible -16.145091 (9581.86 seconds)
Cbc0010I After 11963 nodes, 975 on tree, -12 best solution, best possible -16.145074 (9583.81 seconds)
Cbc0010I After 11965 nodes, 976 on tree, -12 best solution, best possible -16.145049 (9585.88 seconds)
Cbc0010I After 11967 nodes, 977 on tree, -12 best solution, best possible -16.145027 (9588.59 seconds)
Cbc0010I After 11969 nodes, 978 on tree, -12 best solution, best possible -16.144908 (9591.58 seconds)
Cbc0010I After 11971 nodes, 979 on tree, -12 best solution, best possible -16.144701 (9594.94 seconds)
Cbc0010I After 11973 nodes, 980 on tree, -12 best solution, best possible -16.144626 (9597.53 seconds)
Cbc0010I After 11975 nodes, 981 on tree, -12 best solution, best possible -16.14444 (9599.59 seconds)
Cbc0010I After 11977 nodes, 982 on tree, -12 best solution, best possible -16.144271 (9602.04 seconds)
Cbc0010I After 11979 nodes, 983 on tree, -12 best solution, best possible -16.144247 (9604.01 seconds)
Cbc0010I After 11981 nodes, 984 on tree, -12 best solution, best possible -16.144114 (9606.16 seconds)
Cbc0010I After 11983 nodes, 985 on tree, -12 best solution, best possible -16.143911 (9609.79 seconds)
Cbc0010I After 11985 nodes, 986 on tree, -12 best solution, best possible -16.143834 (9613.16 seconds)
Cbc0010I After 11986 nodes, 987 on tree, -12 best solution, best possible -16.143834 (9614.16 seconds)
Cbc0010I After 11987 nodes, 986 on tree, -12 best solution, best possible -16.143734 (9615.78 seconds)
Cbc0010I After 11989 nodes, 987 on tree, -12 best solution, best possible -16.143699 (9619.02 seconds)
Cbc0010I After 11990 nodes, 988 on tree, -12 best solution, best possible -16.143699 (9619.79 seconds)
Cbc0010I After 11991 nodes, 987 on tree, -12 best solution, best possible -16.143564 (9621.02 seconds)
Cbc0010I After 11993 nodes, 988 on tree, -12 best solution, best possible -16.14346 (9623.85 seconds)
Cbc0010I After 11994 nodes, 989 on tree, -12 best solution, best possible -16.14346 (9624.58 seconds)
Cbc0010I After 11995 nodes, 989 on tree, -12 best solution, best possible -16.143158 (9626.48 seconds)
Cbc0010I After 11997 nodes, 990 on tree, -12 best solution, best possible -16.143045 (9629.77 seconds)
Cbc0010I After 11999 nodes, 991 on tree, -12 best solution, best possible -16.142876 (9632.29 seconds)
Cbc0010I After 12001 nodes, 992 on tree, -12 best solution, best possible -16.142802 (9634.79 seconds)
Cbc0010I After 12003 nodes, 993 on tree, -12 best solution, best possible -16.142701 (9637.28 seconds)
Cbc0010I After 12005 nodes, 994 on tree, -12 best solution, best possible -16.142697 (9640.72 seconds)
Cbc0010I After 12007 nodes, 995 on tree, -12 best solution, best possible -16.14269 (9642.83 seconds)
Cbc0010I After 12009 nodes, 996 on tree, -12 best solution, best possible -16.142535 (9644.90 seconds)
Cbc0010I After 12011 nodes, 997 on tree, -12 best solution, best possible -16.142404 (9647.22 seconds)
Cbc0010I After 12012 nodes, 998 on tree, -12 best solution, best possible -16.142404 (9647.92 seconds)
Cbc0010I After 12013 nodes, 998 on tree, -12 best solution, best possible -16.142357 (9650.15 seconds)
Cbc0010I After 12014 nodes, 999 on tree, -12 best solution, best possible -16.142357 (9650.94 seconds)
Cbc0010I After 12015 nodes, 998 on tree, -12 best solution, best possible -16.142145 (9652.30 seconds)
Cbc0010I After 12017 nodes, 999 on tree, -12 best solution, best possible -16.141696 (9654.89 seconds)
Cbc0010I After 12019 nodes, 1000 on tree, -12 best solution, best possible -16.141408 (9657.55 seconds)
Cbc0010I After 12021 nodes, 1001 on tree, -12 best solution, best possible -16.141225 (9659.91 seconds)
Cbc0010I After 12022 nodes, 1002 on tree, -12 best solution, best possible -16.141225 (9660.69 seconds)
Cbc0010I After 12023 nodes, 1002 on tree, -12 best solution, best possible -16.141103 (9663.19 seconds)
Cbc0010I After 12025 nodes, 1003 on tree, -12 best solution, best possible -16.141089 (9665.61 seconds)
Cbc0010I After 12027 nodes, 1004 on tree, -12 best solution, best possible -16.140852 (9667.71 seconds)
Cbc0010I After 12029 nodes, 1005 on tree, -12 best solution, best possible -16.140674 (9669.93 seconds)
Cbc0010I After 12031 nodes, 1006 on tree, -12 best solution, best possible -16.140627 (9671.93 seconds)
Cbc0010I After 12033 nodes, 1007 on tree, -12 best solution, best possible -16.140486 (9675.00 seconds)
Cbc0010I After 12035 nodes, 1008 on tree, -12 best solution, best possible -16.140217 (9677.35 seconds)
Cbc0010I After 12037 nodes, 1009 on tree, -12 best solution, best possible -16.140208 (9679.24 seconds)
Cbc0010I After 12039 nodes, 1010 on tree, -12 best solution, best possible -16.139966 (9681.13 seconds)
Cbc0010I After 12041 nodes, 1011 on tree, -12 best solution, best possible -16.139947 (9683.69 seconds)
Cbc0010I After 12043 nodes, 1012 on tree, -12 best solution, best possible -16.139401 (9685.72 seconds)
Cbc0010I After 12045 nodes, 1013 on tree, -12 best solution, best possible -16.139249 (9688.80 seconds)
Cbc0010I After 12047 nodes, 1014 on tree, -12 best solution, best possible -16.139245 (9691.61 seconds)
Cbc0010I After 12049 nodes, 1015 on tree, -12 best solution, best possible -16.139225 (9694.61 seconds)
Cbc0010I After 12051 nodes, 1016 on tree, -12 best solution, best possible -16.139187 (9697.09 seconds)
Cbc0010I After 12053 nodes, 1017 on tree, -12 best solution, best possible -16.139166 (9699.71 seconds)
Cbc0010I After 12055 nodes, 1018 on tree, -12 best solution, best possible -16.139062 (9702.28 seconds)
Cbc0010I After 12057 nodes, 1019 on tree, -12 best solution, best possible -16.138878 (9704.67 seconds)
Cbc0010I After 12059 nodes, 1020 on tree, -12 best solution, best possible -16.138567 (9706.72 seconds)
Cbc0010I After 12061 nodes, 1021 on tree, -12 best solution, best possible -16.138328 (9709.54 seconds)
Cbc0010I After 12063 nodes, 1022 on tree, -12 best solution, best possible -16.138254 (9712.16 seconds)
Cbc0010I After 12065 nodes, 1023 on tree, -12 best solution, best possible -16.138133 (9715.35 seconds)
Cbc0010I After 12067 nodes, 1024 on tree, -12 best solution, best possible -16.138084 (9717.43 seconds)
Cbc0010I After 12069 nodes, 1025 on tree, -12 best solution, best possible -16.137681 (9719.92 seconds)
Cbc0010I After 12071 nodes, 1026 on tree, -12 best solution, best possible -16.137662 (9721.97 seconds)
Cbc0010I After 12073 nodes, 1027 on tree, -12 best solution, best possible -16.137477 (9724.24 seconds)
Cbc0010I After 12075 nodes, 1028 on tree, -12 best solution, best possible -16.13721 (9726.91 seconds)
Cbc0010I After 12077 nodes, 1029 on tree, -12 best solution, best possible -16.136876 (9729.10 seconds)
Cbc0010I After 12079 nodes, 1030 on tree, -12 best solution, best possible -16.136854 (9731.60 seconds)
Cbc0010I After 12081 nodes, 1031 on tree, -12 best solution, best possible -16.136836 (9734.22 seconds)
Cbc0010I After 12083 nodes, 1032 on tree, -12 best solution, best possible -16.136774 (9736.93 seconds)
Cbc0010I After 12085 nodes, 1033 on tree, -12 best solution, best possible -16.136716 (9739.23 seconds)
Cbc0010I After 12087 nodes, 1034 on tree, -12 best solution, best possible -16.136697 (9741.55 seconds)
Cbc0010I After 12089 nodes, 1035 on tree, -12 best solution, best possible -16.136678 (9743.82 seconds)
Cbc0010I After 12091 nodes, 1036 on tree, -12 best solution, best possible -16.136652 (9746.89 seconds)
