Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos5.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos5.txt -quit (default strategy 1)
At line 1 NAME          neos5
At line 2 ROWS
At line 67 COLUMNS
At line 1141 RHS
At line 1174 BOUNDS
At line 1238 ENDATA
Problem neos5 has 63 rows, 63 columns and 2016 elements
Coin0008I neos5 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 13 - 0.007764 seconds
Cgl0004I processed model has 63 rows, 63 columns (53 integer (53 of which binary)) and 2016 elements
Coin3009W Conflict graph built in 0.000 seconds, density: 0.662%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 35 integers unsatisfied sum - 12.75
Cbc0038I Pass   1: suminf.    1.50000 (3) obj. 18.5 iterations 96
Cbc0038I Pass   2: suminf.    1.50000 (3) obj. 18.5 iterations 0
Cbc0038I Solution found of 20
Cbc0038I Relaxing continuous gives 19.5
Cbc0038I Before mini branch and bound, 13 integers at bound fixed and 1 continuous
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 49 columns
Cbc0038I Mini branch and bound improved solution from 19.5 to 15.5 (0.39 seconds)
Cbc0038I Round again with cutoff of 15.2499
Cbc0038I Pass   3: suminf.    3.00018 (13) obj. 15.2499 iterations 18
Cbc0038I Pass   4: suminf.    1.00000 (4) obj. 15.2499 iterations 19
Cbc0038I Pass   5: suminf.    0.75009 (4) obj. 15.2499 iterations 12
Cbc0038I Pass   6: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass   7: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass   8: suminf.    1.24973 (4) obj. 15.2499 iterations 22
Cbc0038I Pass   9: suminf.    0.87514 (3) obj. 15.2499 iterations 3
Cbc0038I Pass  10: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  11: suminf.    1.24973 (6) obj. 15.2499 iterations 21
Cbc0038I Pass  12: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  13: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  14: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  15: suminf.    1.24973 (4) obj. 15.2499 iterations 26
Cbc0038I Pass  16: suminf.    0.87514 (3) obj. 15.2499 iterations 4
Cbc0038I Pass  17: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  18: suminf.    1.24973 (6) obj. 15.2499 iterations 22
Cbc0038I Pass  19: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  20: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  21: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  22: suminf.    1.24973 (4) obj. 15.2499 iterations 22
Cbc0038I Pass  23: suminf.    0.87514 (3) obj. 15.2499 iterations 3
Cbc0038I Pass  24: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  25: suminf.    1.24973 (6) obj. 15.2499 iterations 21
Cbc0038I Pass  26: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  27: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  28: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  29: suminf.    1.24973 (4) obj. 15.2499 iterations 23
Cbc0038I Pass  30: suminf.    0.87514 (3) obj. 15.2499 iterations 4
Cbc0038I Pass  31: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  32: suminf.    1.24973 (6) obj. 15.2499 iterations 22
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 13 integers at bound fixed and 4 continuous
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 46 columns
Cbc0038I Mini branch and bound did not improve solution (0.80 seconds)
Cbc0038I After 0.80 seconds - Feasibility pump exiting with objective of 15.5 - took 0.79 seconds
Cbc0012I Integer solution of 15.5 found by feasibility pump after 0 iterations and 0 nodes (0.80 seconds)
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 46 columns
Cbc0031I 11 added rows had average density of 63
Cbc0013I At root node, 11 cuts changed objective from 13 to 13.643387 in 100 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.079 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 2414 row cuts average 63.0 elements, 0 column cuts (0 active)  in 0.502 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.121 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 2.074 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 18 row cuts average 62.5 elements, 0 column cuts (0 active)  in 0.349 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.115 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 15.5 best solution, best possible 13.643387 (5.98 seconds)
Cbc0010I After 1938015 nodes, 190219 on tree, 15 best solution, best possible 14.75 (3587.13 seconds)
Cbc0010I After 1938512 nodes, 190307 on tree, 15 best solution, best possible 14.75 (3587.84 seconds)
Cbc0010I After 1939012 nodes, 190430 on tree, 15 best solution, best possible 14.75 (3588.56 seconds)
Cbc0010I After 1939490 nodes, 190536 on tree, 15 best solution, best possible 14.75 (3589.27 seconds)
Cbc0010I After 1940020 nodes, 190638 on tree, 15 best solution, best possible 14.75 (3589.98 seconds)
Cbc0010I After 1940582 nodes, 190482 on tree, 15 best solution, best possible 14.75 (3590.69 seconds)
Cbc0010I After 1941000 nodes, 190503 on tree, 15 best solution, best possible 14.75 (3591.42 seconds)
Cbc0010I After 1941309 nodes, 190584 on tree, 15 best solution, best possible 14.75 (3592.13 seconds)
Cbc0010I After 1941807 nodes, 190707 on tree, 15 best solution, best possible 14.75 (3592.84 seconds)
Cbc0010I After 1942253 nodes, 190790 on tree, 15 best solution, best possible 14.75 (3593.56 seconds)
Cbc0010I After 1942742 nodes, 190893 on tree, 15 best solution, best possible 14.75 (3594.27 seconds)
Cbc0010I After 1943322 nodes, 191024 on tree, 15 best solution, best possible 14.75 (3594.98 seconds)
Cbc0010I After 1943880 nodes, 191148 on tree, 15 best solution, best possible 14.75 (3595.69 seconds)
Cbc0010I After 1944478 nodes, 191032 on tree, 15 best solution, best possible 14.75 (3596.40 seconds)
Cbc0010I After 1944969 nodes, 191067 on tree, 15 best solution, best possible 14.75 (3597.12 seconds)
Cbc0010I After 1945257 nodes, 191135 on tree, 15 best solution, best possible 14.75 (3597.83 seconds)
Cbc0010I After 1945682 nodes, 191241 on tree, 15 best solution, best possible 14.75 (3598.54 seconds)
Cbc0010I After 1946163 nodes, 191353 on tree, 15 best solution, best possible 14.75 (3599.26 seconds)
Cbc0010I After 1946665 nodes, 191474 on tree, 15 best solution, best possible 14.75 (3599.97 seconds)
Cbc0010I After 1947156 nodes, 191606 on tree, 15 best solution, best possible 14.75 (3600.68 seconds)
Cbc0010I After 1947629 nodes, 191721 on tree, 15 best solution, best possible 14.75 (3601.39 seconds)
Cbc0010I After 1948177 nodes, 191753 on tree, 15 best solution, best possible 14.75 (3602.11 seconds)
Cbc0010I After 1948664 nodes, 191675 on tree, 15 best solution, best possible 14.75 (3602.82 seconds)
Cbc0010I After 1949053 nodes, 191483 on tree, 15 best solution, best possible 14.75 (3603.53 seconds)
Cbc0010I After 1949367 nodes, 191555 on tree, 15 best solution, best possible 14.75 (3604.25 seconds)
Cbc0010I After 1949751 nodes, 191645 on tree, 15 best solution, best possible 14.75 (3604.96 seconds)
Cbc0010I After 1950123 nodes, 191709 on tree, 15 best solution, best possible 14.75 (3605.67 seconds)
Cbc0010I After 1950556 nodes, 191773 on tree, 15 best solution, best possible 14.75 (3606.39 seconds)
Cbc0010I After 1951042 nodes, 191885 on tree, 15 best solution, best possible 14.75 (3607.10 seconds)
Cbc0010I After 1951547 nodes, 192002 on tree, 15 best solution, best possible 14.75 (3607.81 seconds)
Cbc0010I After 1952073 nodes, 192073 on tree, 15 best solution, best possible 14.75 (3608.52 seconds)
Cbc0010I After 1952814 nodes, 191638 on tree, 15 best solution, best possible 14.75 (3609.24 seconds)
Cbc0010I After 1953195 nodes, 191523 on tree, 15 best solution, best possible 14.75 (3609.95 seconds)
Cbc0010I After 1953537 nodes, 191606 on tree, 15 best solution, best possible 14.75 (3610.66 seconds)
Cbc0010I After 1953876 nodes, 191679 on tree, 15 best solution, best possible 14.75 (3611.38 seconds)
Cbc0010I After 1954248 nodes, 191712 on tree, 15 best solution, best possible 14.75 (3612.09 seconds)
Cbc0010I After 1954687 nodes, 191808 on tree, 15 best solution, best possible 14.75 (3612.80 seconds)
Cbc0010I After 1955098 nodes, 191873 on tree, 15 best solution, best possible 14.75 (3613.51 seconds)
Cbc0010I After 1955532 nodes, 191934 on tree, 15 best solution, best possible 14.75 (3614.23 seconds)
Cbc0010I After 1955981 nodes, 192009 on tree, 15 best solution, best possible 14.75 (3614.94 seconds)
Cbc0010I After 1956654 nodes, 191606 on tree, 15 best solution, best possible 14.75 (3615.66 seconds)
Cbc0010I After 1957124 nodes, 191359 on tree, 15 best solution, best possible 14.75 (3616.37 seconds)
Cbc0010I After 1957439 nodes, 191440 on tree, 15 best solution, best possible 14.75 (3617.08 seconds)
Cbc0010I After 1957761 nodes, 191511 on tree, 15 best solution, best possible 14.75 (3617.79 seconds)
Cbc0010I After 1958145 nodes, 191563 on tree, 15 best solution, best possible 14.75 (3618.50 seconds)
Cbc0010I After 1958491 nodes, 191645 on tree, 15 best solution, best possible 14.75 (3619.22 seconds)
Cbc0010I After 1958876 nodes, 191731 on tree, 15 best solution, best possible 14.75 (3619.93 seconds)
Cbc0010I After 1959300 nodes, 191816 on tree, 15 best solution, best possible 14.75 (3620.64 seconds)
Cbc0010I After 1959777 nodes, 191917 on tree, 15 best solution, best possible 14.75 (3621.36 seconds)
Cbc0010I After 1960257 nodes, 191857 on tree, 15 best solution, best possible 14.75 (3622.07 seconds)
Cbc0010I After 1960951 nodes, 191335 on tree, 15 best solution, best possible 14.75 (3622.78 seconds)
Cbc0010I After 1961265 nodes, 191363 on tree, 15 best solution, best possible 14.75 (3623.49 seconds)
Cbc0010I After 1961571 nodes, 191430 on tree, 15 best solution, best possible 14.75 (3624.21 seconds)
Cbc0010I After 1961931 nodes, 191518 on tree, 15 best solution, best possible 14.75 (3624.92 seconds)
Cbc0010I After 1962361 nodes, 191559 on tree, 15 best solution, best possible 14.75 (3625.63 seconds)
Cbc0010I After 1962838 nodes, 191667 on tree, 15 best solution, best possible 14.75 (3626.34 seconds)
Cbc0010I After 1963312 nodes, 191752 on tree, 15 best solution, best possible 14.75 (3627.06 seconds)
Cbc0010I After 1963772 nodes, 191834 on tree, 15 best solution, best possible 14.75 (3627.77 seconds)
Cbc0010I After 1964281 nodes, 191767 on tree, 15 best solution, best possible 14.75 (3628.48 seconds)
Cbc0010I After 1964823 nodes, 191593 on tree, 15 best solution, best possible 14.75 (3629.20 seconds)
Cbc0010I After 1965148 nodes, 191645 on tree, 15 best solution, best possible 14.75 (3629.91 seconds)
Cbc0010I After 1965483 nodes, 191713 on tree, 15 best solution, best possible 14.75 (3630.62 seconds)
Cbc0010I After 1965816 nodes, 191819 on tree, 15 best solution, best possible 14.75 (3631.34 seconds)
Cbc0010I After 1966212 nodes, 191859 on tree, 15 best solution, best possible 14.75 (3632.05 seconds)
Cbc0010I After 1966769 nodes, 191960 on tree, 15 best solution, best possible 14.75 (3632.76 seconds)
Cbc0010I After 1967294 nodes, 192067 on tree, 15 best solution, best possible 14.75 (3633.47 seconds)
Cbc0010I After 1967827 nodes, 192170 on tree, 15 best solution, best possible 14.75 (3634.19 seconds)
Cbc0010I After 1968386 nodes, 192088 on tree, 15 best solution, best possible 14.75 (3634.90 seconds)
Cbc0010I After 1968828 nodes, 192113 on tree, 15 best solution, best possible 14.75 (3635.61 seconds)
Cbc0010I After 1969151 nodes, 192150 on tree, 15 best solution, best possible 14.75 (3636.32 seconds)
Cbc0010I After 1969568 nodes, 192258 on tree, 15 best solution, best possible 14.75 (3637.04 seconds)
Cbc0010I After 1969979 nodes, 192341 on tree, 15 best solution, best possible 14.75 (3637.75 seconds)
Cbc0010I After 1970394 nodes, 192383 on tree, 15 best solution, best possible 14.75 (3638.47 seconds)
Cbc0010I After 1970852 nodes, 192476 on tree, 15 best solution, best possible 14.75 (3639.18 seconds)
Cbc0010I After 1971390 nodes, 192593 on tree, 15 best solution, best possible 14.75 (3639.89 seconds)
Cbc0010I After 1971831 nodes, 192704 on tree, 15 best solution, best possible 14.75 (3640.60 seconds)
Cbc0010I After 1972437 nodes, 192594 on tree, 15 best solution, best possible 14.75 (3641.31 seconds)
Cbc0010I After 1972850 nodes, 192622 on tree, 15 best solution, best possible 14.75 (3642.03 seconds)
Cbc0010I After 1973172 nodes, 192666 on tree, 15 best solution, best possible 14.75 (3642.74 seconds)
Cbc0010I After 1973604 nodes, 192769 on tree, 15 best solution, best possible 14.75 (3643.45 seconds)
Cbc0010I After 1974047 nodes, 192862 on tree, 15 best solution, best possible 14.75 (3644.16 seconds)
Cbc0010I After 1974507 nodes, 192940 on tree, 15 best solution, best possible 14.75 (3644.88 seconds)
Cbc0010I After 1974977 nodes, 193038 on tree, 15 best solution, best possible 14.75 (3645.59 seconds)
Cbc0010I After 1975524 nodes, 193162 on tree, 15 best solution, best possible 14.75 (3646.30 seconds)
Cbc0010I After 1976033 nodes, 193252 on tree, 15 best solution, best possible 14.75 (3647.01 seconds)
Cbc0010I After 1976657 nodes, 193112 on tree, 15 best solution, best possible 14.75 (3647.73 seconds)
Cbc0010I After 1977074 nodes, 192897 on tree, 15 best solution, best possible 14.75 (3648.44 seconds)
Cbc0010I After 1977444 nodes, 192987 on tree, 15 best solution, best possible 14.75 (3649.15 seconds)
Cbc0010I After 1977881 nodes, 193114 on tree, 15 best solution, best possible 14.75 (3649.87 seconds)
Cbc0010I After 1978298 nodes, 193162 on tree, 15 best solution, best possible 14.75 (3650.58 seconds)
Cbc0010I After 1978828 nodes, 193271 on tree, 15 best solution, best possible 14.75 (3651.29 seconds)
Cbc0010I After 1979372 nodes, 193396 on tree, 15 best solution, best possible 14.75 (3652.00 seconds)
Cbc0010I After 1979921 nodes, 193514 on tree, 15 best solution, best possible 14.75 (3652.71 seconds)
Cbc0010I After 1980538 nodes, 193259 on tree, 15 best solution, best possible 14.75 (3653.43 seconds)
Cbc0010I After 1981056 nodes, 192870 on tree, 15 best solution, best possible 14.75 (3654.14 seconds)
Cbc0010I After 1981329 nodes, 192942 on tree, 15 best solution, best possible 14.75 (3654.86 seconds)
Cbc0010I After 1981689 nodes, 193024 on tree, 15 best solution, best possible 14.75 (3655.57 seconds)
Cbc0010I After 1982106 nodes, 193091 on tree, 15 best solution, best possible 14.75 (3656.28 seconds)
Cbc0010I After 1982557 nodes, 193159 on tree, 15 best solution, best possible 14.75 (3657.00 seconds)
Cbc0010I After 1983038 nodes, 193272 on tree, 15 best solution, best possible 14.75 (3657.71 seconds)
Cbc0010I After 1983590 nodes, 193416 on tree, 15 best solution, best possible 14.75 (3658.42 seconds)
Cbc0010I After 1984075 nodes, 193480 on tree, 15 best solution, best possible 14.75 (3659.13 seconds)
Cbc0010I After 1984758 nodes, 193096 on tree, 15 best solution, best possible 14.75 (3659.85 seconds)
Cbc0010I After 1985153 nodes, 192959 on tree, 15 best solution, best possible 14.75 (3660.56 seconds)
Cbc0010I After 1985459 nodes, 193027 on tree, 15 best solution, best possible 14.75 (3661.28 seconds)
Cbc0010I After 1985916 nodes, 193153 on tree, 15 best solution, best possible 14.75 (3661.99 seconds)
Cbc0010I After 1986359 nodes, 193205 on tree, 15 best solution, best possible 14.75 (3662.70 seconds)
Cbc0010I After 1986859 nodes, 193300 on tree, 15 best solution, best possible 14.75 (3663.41 seconds)
Cbc0010I After 1987371 nodes, 193426 on tree, 15 best solution, best possible 14.75 (3664.13 seconds)
Cbc0010I After 1987932 nodes, 193554 on tree, 15 best solution, best possible 14.75 (3664.84 seconds)
Cbc0010I After 1988552 nodes, 193318 on tree, 15 best solution, best possible 14.75 (3665.55 seconds)
Cbc0010I After 1988939 nodes, 193341 on tree, 15 best solution, best possible 14.75 (3666.26 seconds)
Cbc0010I After 1989239 nodes, 193404 on tree, 15 best solution, best possible 14.75 (3666.97 seconds)
Cbc0010I After 1989651 nodes, 193490 on tree, 15 best solution, best possible 14.75 (3667.69 seconds)
Cbc0010I After 1990022 nodes, 193557 on tree, 15 best solution, best possible 14.75 (3668.40 seconds)
Cbc0010I After 1990516 nodes, 193498 on tree, 15 best solution, best possible 14.75 (3669.11 seconds)
Cbc0010I After 1991027 nodes, 193188 on tree, 15 best solution, best possible 14.75 (3669.83 seconds)
Cbc0010I After 1991522 nodes, 192902 on tree, 15 best solution, best possible 14.75 (3670.54 seconds)
Cbc0010I After 1991867 nodes, 192970 on tree, 15 best solution, best possible 14.75 (3671.25 seconds)
Cbc0010I After 1992435 nodes, 192865 on tree, 15 best solution, best possible 14.75 (3671.96 seconds)
Cbc0010I After 1992911 nodes, 192883 on tree, 15 best solution, best possible 14.75 (3672.67 seconds)
Cbc0010I After 1993261 nodes, 192950 on tree, 15 best solution, best possible 14.75 (3673.39 seconds)
Cbc0010I After 1993665 nodes, 193056 on tree, 15 best solution, best possible 14.75 (3674.10 seconds)
Cbc0010I After 1994123 nodes, 193131 on tree, 15 best solution, best possible 14.75 (3674.81 seconds)
Cbc0010I After 1994586 nodes, 193236 on tree, 15 best solution, best possible 14.75 (3675.52 seconds)
Cbc0010I After 1995044 nodes, 193340 on tree, 15 best solution, best possible 14.75 (3676.24 seconds)
Cbc0010I After 1995521 nodes, 193454 on tree, 15 best solution, best possible 14.75 (3676.95 seconds)
Cbc0010I After 1995995 nodes, 193553 on tree, 15 best solution, best possible 14.75 (3677.66 seconds)
Cbc0010I After 1996532 nodes, 193354 on tree, 15 best solution, best possible 14.75 (3678.37 seconds)
Cbc0010I After 1997000 nodes, 193303 on tree, 15 best solution, best possible 14.75 (3679.15 seconds)
Cbc0010I After 1997331 nodes, 193383 on tree, 15 best solution, best possible 14.75 (3679.87 seconds)
Cbc0010I After 1997682 nodes, 193465 on tree, 15 best solution, best possible 14.75 (3680.58 seconds)
Cbc0010I After 1998116 nodes, 193541 on tree, 15 best solution, best possible 14.75 (3681.29 seconds)
Cbc0010I After 1998561 nodes, 193643 on tree, 15 best solution, best possible 14.75 (3682.00 seconds)
Cbc0010I After 1999011 nodes, 193758 on tree, 15 best solution, best possible 14.75 (3682.71 seconds)
Cbc0010I After 1999460 nodes, 193857 on tree, 15 best solution, best possible 14.75 (3683.43 seconds)
Cbc0010I After 1999902 nodes, 193962 on tree, 15 best solution, best possible 14.75 (3684.14 seconds)
Cbc0010I After 2000495 nodes, 193787 on tree, 15 best solution, best possible 14.75 (3684.85 seconds)
Cbc0010I After 2001029 nodes, 193357 on tree, 15 best solution, best possible 14.75 (3685.56 seconds)
Cbc0010I After 2001391 nodes, 193416 on tree, 15 best solution, best possible 14.75 (3686.28 seconds)
Cbc0010I After 2001677 nodes, 193481 on tree, 15 best solution, best possible 14.75 (3686.99 seconds)
Cbc0010I After 2001999 nodes, 193544 on tree, 15 best solution, best possible 14.75 (3687.71 seconds)
Cbc0010I After 2002374 nodes, 193606 on tree, 15 best solution, best possible 14.75 (3688.42 seconds)
Cbc0010I After 2002822 nodes, 193683 on tree, 15 best solution, best possible 14.75 (3689.13 seconds)
Cbc0010I After 2003236 nodes, 193774 on tree, 15 best solution, best possible 14.75 (3689.84 seconds)
Cbc0010I After 2003723 nodes, 193883 on tree, 15 best solution, best possible 14.75 (3690.56 seconds)
Cbc0010I After 2004343 nodes, 193840 on tree, 15 best solution, best possible 14.75 (3691.27 seconds)
Cbc0010I After 2004961 nodes, 193410 on tree, 15 best solution, best possible 14.75 (3691.98 seconds)
Cbc0010I After 2005257 nodes, 193471 on tree, 15 best solution, best possible 14.75 (3692.70 seconds)
Cbc0010I After 2005659 nodes, 193571 on tree, 15 best solution, best possible 14.75 (3693.41 seconds)
Cbc0010I After 2006028 nodes, 193637 on tree, 15 best solution, best possible 14.75 (3694.12 seconds)
Cbc0010I After 2006473 nodes, 193709 on tree, 15 best solution, best possible 14.75 (3694.83 seconds)
Cbc0010I After 2007031 nodes, 193817 on tree, 15 best solution, best possible 14.75 (3695.54 seconds)
Cbc0010I After 2007555 nodes, 193919 on tree, 15 best solution, best possible 14.75 (3696.26 seconds)
Cbc0010I After 2008058 nodes, 194014 on tree, 15 best solution, best possible 14.75 (3696.97 seconds)
Cbc0010I After 2008644 nodes, 193896 on tree, 15 best solution, best possible 14.75 (3697.68 seconds)
Cbc0010I After 2009005 nodes, 193915 on tree, 15 best solution, best possible 14.75 (3698.39 seconds)
Cbc0010I After 2009399 nodes, 193995 on tree, 15 best solution, best possible 14.75 (3699.10 seconds)
Cbc0010I After 2009879 nodes, 194122 on tree, 15 best solution, best possible 14.75 (3699.82 seconds)
Cbc0010I After 2010388 nodes, 194176 on tree, 15 best solution, best possible 14.75 (3700.53 seconds)
Cbc0010I After 2010930 nodes, 194303 on tree, 15 best solution, best possible 14.75 (3701.24 seconds)
Cbc0010I After 2011458 nodes, 194427 on tree, 15 best solution, best possible 14.75 (3701.95 seconds)
Cbc0010I After 2011973 nodes, 194524 on tree, 15 best solution, best possible 14.75 (3702.67 seconds)
Cbc0010I After 2012526 nodes, 194406 on tree, 15 best solution, best possible 14.75 (3703.38 seconds)
Cbc0010I After 2013042 nodes, 194027 on tree, 15 best solution, best possible 14.75 (3704.09 seconds)
Cbc0010I After 2013347 nodes, 194095 on tree, 15 best solution, best possible 14.75 (3704.81 seconds)
Cbc0010I After 2013713 nodes, 194177 on tree, 15 best solution, best possible 14.75 (3705.52 seconds)
Cbc0010I After 2014131 nodes, 194266 on tree, 15 best solution, best possible 14.75 (3706.23 seconds)
Cbc0010I After 2014577 nodes, 194372 on tree, 15 best solution, best possible 14.75 (3706.95 seconds)
Cbc0010I After 2015021 nodes, 194486 on tree, 15 best solution, best possible 14.75 (3707.66 seconds)
Cbc0010I After 2015524 nodes, 194615 on tree, 15 best solution, best possible 14.75 (3708.37 seconds)
Cbc0010I After 2016000 nodes, 194713 on tree, 15 best solution, best possible 14.75 (3709.14 seconds)
Cbc0010I After 2016669 nodes, 194476 on tree, 15 best solution, best possible 14.75 (3709.85 seconds)
Cbc0010I After 2017037 nodes, 194448 on tree, 15 best solution, best possible 14.75 (3710.56 seconds)
Cbc0010I After 2017389 nodes, 194514 on tree, 15 best solution, best possible 14.75 (3711.27 seconds)
Cbc0010I After 2017807 nodes, 194637 on tree, 15 best solution, best possible 14.75 (3711.99 seconds)
Cbc0010I After 2018296 nodes, 194736 on tree, 15 best solution, best possible 14.75 (3712.70 seconds)
Cbc0010I After 2018896 nodes, 194878 on tree, 15 best solution, best possible 14.75 (3713.41 seconds)
Cbc0010I After 2019462 nodes, 195012 on tree, 15 best solution, best possible 14.75 (3714.13 seconds)
Cbc0010I After 2020019 nodes, 195136 on tree, 15 best solution, best possible 14.75 (3714.84 seconds)
Cbc0010I After 2020628 nodes, 194967 on tree, 15 best solution, best possible 14.75 (3715.55 seconds)
Cbc0010I After 2021059 nodes, 194765 on tree, 15 best solution, best possible 14.75 (3716.27 seconds)
Cbc0010I After 2021350 nodes, 194829 on tree, 15 best solution, best possible 14.75 (3716.98 seconds)
Cbc0010I After 2021727 nodes, 194925 on tree, 15 best solution, best possible 14.75 (3717.69 seconds)
Cbc0010I After 2022164 nodes, 194983 on tree, 15 best solution, best possible 14.75 (3718.40 seconds)
Cbc0010I After 2022609 nodes, 195082 on tree, 15 best solution, best possible 14.75 (3719.12 seconds)
Cbc0010I After 2023120 nodes, 195194 on tree, 15 best solution, best possible 14.75 (3719.83 seconds)
Cbc0010I After 2023639 nodes, 195302 on tree, 15 best solution, best possible 14.75 (3720.54 seconds)
Cbc0010I After 2024183 nodes, 195341 on tree, 15 best solution, best possible 14.75 (3721.25 seconds)
Cbc0010I After 2024662 nodes, 195223 on tree, 15 best solution, best possible 14.75 (3721.97 seconds)
Cbc0010I After 2025063 nodes, 195092 on tree, 15 best solution, best possible 14.75 (3722.68 seconds)
Cbc0010I After 2025440 nodes, 195192 on tree, 15 best solution, best possible 14.75 (3723.39 seconds)
Cbc0010I After 2025963 nodes, 195352 on tree, 15 best solution, best possible 14.75 (3724.11 seconds)
Cbc0010I After 2026434 nodes, 195413 on tree, 15 best solution, best possible 14.75 (3724.82 seconds)
Cbc0010I After 2026900 nodes, 195534 on tree, 15 best solution, best possible 14.75 (3725.54 seconds)
Cbc0010I After 2027360 nodes, 195627 on tree, 15 best solution, best possible 14.75 (3726.25 seconds)
Cbc0010I After 2027822 nodes, 195746 on tree, 15 best solution, best possible 14.75 (3726.96 seconds)
Cbc0010I After 2028315 nodes, 195675 on tree, 15 best solution, best possible 14.75 (3727.67 seconds)
Cbc0010I After 2029000 nodes, 195435 on tree, 15 best solution, best possible 14.75 (3728.46 seconds)
Cbc0010I After 2029269 nodes, 195496 on tree, 15 best solution, best possible 14.75 (3729.18 seconds)
Cbc0010I After 2029606 nodes, 195593 on tree, 15 best solution, best possible 14.75 (3729.89 seconds)
Cbc0010I After 2030010 nodes, 195716 on tree, 15 best solution, best possible 14.75 (3730.60 seconds)
Cbc0010I After 2030535 nodes, 195805 on tree, 15 best solution, best possible 14.75 (3731.31 seconds)
Cbc0010I After 2030889 nodes, 195903 on tree, 15 best solution, best possible 14.75 (3732.04 seconds)
Cbc0010I After 2031258 nodes, 195990 on tree, 15 best solution, best possible 14.75 (3732.77 seconds)
Cbc0010I After 2031561 nodes, 196063 on tree, 15 best solution, best possible 14.75 (3733.50 seconds)
Cbc0010I After 2031897 nodes, 196133 on tree, 15 best solution, best possible 14.75 (3734.22 seconds)
Cbc0010I After 2032304 nodes, 196058 on tree, 15 best solution, best possible 14.75 (3734.95 seconds)
Cbc0010I After 2032694 nodes, 195960 on tree, 15 best solution, best possible 14.75 (3735.68 seconds)
Cbc0010I After 2033030 nodes, 195719 on tree, 15 best solution, best possible 14.75 (3736.40 seconds)
Cbc0010I After 2033199 nodes, 195754 on tree, 15 best solution, best possible 14.75 (3737.13 seconds)
Cbc0010I After 2033419 nodes, 195816 on tree, 15 best solution, best possible 14.75 (3737.86 seconds)
Cbc0010I After 2033633 nodes, 195861 on tree, 15 best solution, best possible 14.75 (3738.58 seconds)
Cbc0010I After 2033927 nodes, 195947 on tree, 15 best solution, best possible 14.75 (3739.31 seconds)
Cbc0010I After 2034185 nodes, 195982 on tree, 15 best solution, best possible 14.75 (3740.03 seconds)
Cbc0010I After 2034531 nodes, 196067 on tree, 15 best solution, best possible 14.75 (3740.76 seconds)
Cbc0010I After 2034880 nodes, 196138 on tree, 15 best solution, best possible 14.75 (3741.48 seconds)
Cbc0010I After 2035261 nodes, 196221 on tree, 15 best solution, best possible 14.75 (3742.20 seconds)
Cbc0010I After 2035613 nodes, 196302 on tree, 15 best solution, best possible 14.75 (3742.93 seconds)
