Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/50v-10.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/50v-10.txt -quit (default strategy 1)
At line 1 NAME          50v-10
At line 2 ROWS
At line 237 COLUMNS
At line 4632 RHS
At line 4659 BOUNDS
At line 6307 ENDATA
Problem 50v-10 has 233 rows, 2013 columns and 2745 elements
Coin0008I 50v-10 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 2879.07 - 0.100023 seconds
Cgl0004I processed model has 233 rows, 2013 columns (1647 integer (1464 of which binary)) and 2745 elements
Coin3009W Conflict graph built in 0.002 seconds, density: 0.018%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 29 integers unsatisfied sum - 8.7963
Cbc0038I Solution found of 2879.07
Cbc0038I Branch and bound needed to clear up 29 general integers
Cbc0038I Full problem 233 rows 2013 columns, reduced to 233 rows 549 columns
Cbc0038I Cleaned solution of 6627.51
Cbc0038I Before mini branch and bound, 1618 integers at bound fixed and 337 continuous
Cbc0038I Mini branch and bound did not improve solution (0.94 seconds)
Cbc0038I Round again with cutoff of 6252.67
Cbc0038I Solution found of 2879.07
Cbc0038I Branch and bound needed to clear up 29 general integers
Cbc0038I Full problem 234 rows 2013 columns, reduced to 234 rows 549 columns
Cbc0038I Mini branch and bound could not fix general integers
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 1618 integers at bound fixed and 337 continuous
Cbc0038I Mini branch and bound did not improve solution (1.98 seconds)
Cbc0038I After 1.98 seconds - Feasibility pump exiting with objective of 6627.51 - took 1.89 seconds
Cbc0012I Integer solution of 6627.51 found by feasibility pump after 0 iterations and 0 nodes (2.00 seconds)
Cbc0038I Full problem 233 rows 2013 columns, reduced to 20 rows 33 columns
Cbc0012I Integer solution of 6621.18 found by RINS after 0 iterations and 0 nodes (5.24 seconds)
Cbc0012I Integer solution of 6427.1 found by DiveCoefficient after 1239 iterations and 0 nodes (12.72 seconds)
Cbc0031I 73 added rows had average density of 231.79452
Cbc0013I At root node, 73 cuts changed objective from 2879.0657 to 3161.7528 in 15 passes
Cbc0014I Cut generator 0 (Probing) - 6 row cuts average 103.0 elements, 1 column cuts (1 active)  in 5.409 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 249 row cuts average 381.3 elements, 0 column cuts (0 active)  in 0.379 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.072 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.144 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 94 row cuts average 168.4 elements, 0 column cuts (0 active)  in 0.178 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.126 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 219 row cuts average 225.5 elements, 0 column cuts (0 active)  in 0.221 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 6427.1 best solution, best possible 3161.7528 (14.81 seconds)
Cbc0010I After 585435 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (5359.10 seconds)
Cbc0010I After 585517 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (5359.81 seconds)
Cbc0010I After 585607 nodes, 19862 on tree, 3856.03 best solution, best possible 3185.6788 (5360.53 seconds)
Cbc0010I After 585696 nodes, 19863 on tree, 3856.03 best solution, best possible 3185.6788 (5361.24 seconds)
Cbc0010I After 585778 nodes, 19861 on tree, 3856.03 best solution, best possible 3185.6788 (5361.95 seconds)
Cbc0010I After 585842 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (5362.67 seconds)
Cbc0010I After 585896 nodes, 19885 on tree, 3856.03 best solution, best possible 3185.6788 (5363.37 seconds)
Cbc0010I After 585985 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (5364.08 seconds)
Cbc0010I After 586096 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (5364.78 seconds)
Cbc0010I After 586215 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (5365.49 seconds)
Cbc0010I After 586359 nodes, 19854 on tree, 3856.03 best solution, best possible 3185.6788 (5366.20 seconds)
Cbc0010I After 586488 nodes, 19870 on tree, 3856.03 best solution, best possible 3185.6788 (5366.90 seconds)
Cbc0010I After 586597 nodes, 19862 on tree, 3856.03 best solution, best possible 3185.6788 (5367.64 seconds)
Cbc0010I After 586651 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (5368.34 seconds)
Cbc0010I After 586725 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (5369.06 seconds)
Cbc0010I After 586783 nodes, 19864 on tree, 3856.03 best solution, best possible 3185.6788 (5369.79 seconds)
Cbc0010I After 586839 nodes, 19875 on tree, 3856.03 best solution, best possible 3185.6788 (5370.49 seconds)
Cbc0010I After 586925 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (5371.20 seconds)
Cbc0010I After 587004 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (5371.91 seconds)
Cbc0010I After 587096 nodes, 19860 on tree, 3856.03 best solution, best possible 3185.6788 (5372.61 seconds)
Cbc0010I After 587208 nodes, 19863 on tree, 3856.03 best solution, best possible 3185.6788 (5373.32 seconds)
Cbc0010I After 587306 nodes, 19893 on tree, 3856.03 best solution, best possible 3185.6788 (5374.03 seconds)
Cbc0010I After 587383 nodes, 19877 on tree, 3856.03 best solution, best possible 3185.6788 (5374.74 seconds)
Cbc0010I After 587449 nodes, 19878 on tree, 3856.03 best solution, best possible 3185.6788 (5375.45 seconds)
Cbc0010I After 587542 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (5376.16 seconds)
Cbc0010I After 587632 nodes, 19855 on tree, 3856.03 best solution, best possible 3185.6788 (5376.87 seconds)
Cbc0010I After 587721 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (5377.57 seconds)
Cbc0010I After 587816 nodes, 19859 on tree, 3856.03 best solution, best possible 3185.6788 (5378.29 seconds)
Cbc0010I After 587863 nodes, 19857 on tree, 3856.03 best solution, best possible 3185.6788 (5379.00 seconds)
Cbc0010I After 587944 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (5379.70 seconds)
Cbc0010I After 588036 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (5380.42 seconds)
Cbc0010I After 588126 nodes, 19845 on tree, 3856.03 best solution, best possible 3185.6788 (5381.13 seconds)
Cbc0010I After 588209 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (5381.84 seconds)
Cbc0010I After 588297 nodes, 19857 on tree, 3856.03 best solution, best possible 3185.6788 (5382.54 seconds)
Cbc0010I After 588367 nodes, 19858 on tree, 3856.03 best solution, best possible 3185.6788 (5383.26 seconds)
Cbc0010I After 588432 nodes, 19845 on tree, 3856.03 best solution, best possible 3185.6788 (5383.98 seconds)
Cbc0010I After 588548 nodes, 19842 on tree, 3856.03 best solution, best possible 3185.6788 (5384.68 seconds)
Cbc0010I After 588655 nodes, 19870 on tree, 3856.03 best solution, best possible 3185.6788 (5385.39 seconds)
Cbc0010I After 588777 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (5386.09 seconds)
Cbc0010I After 588903 nodes, 19880 on tree, 3856.03 best solution, best possible 3185.6788 (5386.79 seconds)
Cbc0010I After 589032 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (5387.50 seconds)
Cbc0010I After 589167 nodes, 19876 on tree, 3856.03 best solution, best possible 3185.6788 (5388.22 seconds)
Cbc0010I After 589240 nodes, 19851 on tree, 3856.03 best solution, best possible 3185.6788 (5388.95 seconds)
Cbc0010I After 589311 nodes, 19849 on tree, 3856.03 best solution, best possible 3185.6788 (5389.66 seconds)
Cbc0010I After 589419 nodes, 19843 on tree, 3856.03 best solution, best possible 3185.6788 (5390.36 seconds)
Cbc0010I After 589537 nodes, 19871 on tree, 3856.03 best solution, best possible 3185.6788 (5391.06 seconds)
Cbc0010I After 589682 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (5391.77 seconds)
Cbc0010I After 589834 nodes, 19855 on tree, 3856.03 best solution, best possible 3185.6788 (5392.47 seconds)
Cbc0010I After 589924 nodes, 19862 on tree, 3856.03 best solution, best possible 3185.6788 (5393.18 seconds)
Cbc0010I After 589980 nodes, 19856 on tree, 3856.03 best solution, best possible 3185.6788 (5393.90 seconds)
Cbc0010I After 590039 nodes, 19877 on tree, 3856.03 best solution, best possible 3185.6788 (5394.60 seconds)
Cbc0010I After 590178 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (5395.31 seconds)
Cbc0010I After 590315 nodes, 19861 on tree, 3856.03 best solution, best possible 3185.6788 (5396.01 seconds)
Cbc0010I After 590443 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (5396.71 seconds)
Cbc0010I After 590573 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (5397.41 seconds)
Cbc0010I After 590647 nodes, 19878 on tree, 3856.03 best solution, best possible 3185.6788 (5398.12 seconds)
Cbc0010I After 590719 nodes, 19874 on tree, 3856.03 best solution, best possible 3185.6788 (5398.84 seconds)
Cbc0010I After 590820 nodes, 19856 on tree, 3856.03 best solution, best possible 3185.6788 (5399.54 seconds)
Cbc0010I After 590893 nodes, 19888 on tree, 3856.03 best solution, best possible 3185.6788 (5400.25 seconds)
Cbc0010I After 590986 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (5400.95 seconds)
Cbc0010I After 591087 nodes, 19848 on tree, 3856.03 best solution, best possible 3185.6788 (5401.68 seconds)
Cbc0010I After 591170 nodes, 19846 on tree, 3856.03 best solution, best possible 3185.6788 (5402.38 seconds)
Cbc0010I After 591269 nodes, 19853 on tree, 3856.03 best solution, best possible 3185.6788 (5403.09 seconds)
Cbc0010I After 591361 nodes, 19844 on tree, 3856.03 best solution, best possible 3185.6788 (5403.82 seconds)
Cbc0010I After 591414 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (5404.52 seconds)
Cbc0010I After 591515 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (5405.23 seconds)
Cbc0010I After 591642 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (5405.93 seconds)
Cbc0010I After 591769 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (5406.63 seconds)
Cbc0010I After 591900 nodes, 19843 on tree, 3856.03 best solution, best possible 3185.6788 (5407.34 seconds)
Cbc0010I After 592030 nodes, 19846 on tree, 3856.03 best solution, best possible 3185.6788 (5408.04 seconds)
Cbc0010I After 592115 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (5408.74 seconds)
Cbc0010I After 592188 nodes, 19853 on tree, 3856.03 best solution, best possible 3185.6788 (5409.50 seconds)
Cbc0010I After 592242 nodes, 19846 on tree, 3856.03 best solution, best possible 3185.6788 (5410.20 seconds)
Cbc0010I After 592335 nodes, 19856 on tree, 3856.03 best solution, best possible 3185.6788 (5410.91 seconds)
Cbc0010I After 592449 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (5411.61 seconds)
Cbc0010I After 592585 nodes, 19892 on tree, 3856.03 best solution, best possible 3185.6788 (5412.32 seconds)
Cbc0010I After 592688 nodes, 19888 on tree, 3856.03 best solution, best possible 3185.6788 (5413.04 seconds)
Cbc0010I After 592806 nodes, 19895 on tree, 3856.03 best solution, best possible 3185.6788 (5413.74 seconds)
Cbc0010I After 592949 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (5414.45 seconds)
Cbc0010I After 593066 nodes, 19888 on tree, 3856.03 best solution, best possible 3185.6788 (5415.15 seconds)
Cbc0010I After 593162 nodes, 19871 on tree, 3856.03 best solution, best possible 3185.6788 (5415.87 seconds)
Cbc0010I After 593214 nodes, 19897 on tree, 3856.03 best solution, best possible 3185.6788 (5416.58 seconds)
Cbc0010I After 593280 nodes, 19889 on tree, 3856.03 best solution, best possible 3185.6788 (5417.32 seconds)
Cbc0010I After 593365 nodes, 19885 on tree, 3856.03 best solution, best possible 3185.6788 (5418.03 seconds)
Cbc0010I After 593453 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (5418.73 seconds)
Cbc0010I After 593544 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (5419.45 seconds)
Cbc0010I After 593623 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (5420.16 seconds)
Cbc0010I After 593724 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (5420.86 seconds)
Cbc0010I After 593820 nodes, 19861 on tree, 3856.03 best solution, best possible 3185.6788 (5421.56 seconds)
Cbc0010I After 593921 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (5422.27 seconds)
Cbc0010I After 594000 nodes, 19898 on tree, 3856.03 best solution, best possible 3185.6788 (5422.99 seconds)
Cbc0010I After 594052 nodes, 19884 on tree, 3856.03 best solution, best possible 3185.6788 (5423.70 seconds)
Cbc0010I After 594100 nodes, 19880 on tree, 3856.03 best solution, best possible 3185.6788 (5424.40 seconds)
Cbc0010I After 594173 nodes, 19880 on tree, 3856.03 best solution, best possible 3185.6788 (5425.12 seconds)
Cbc0010I After 594269 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (5425.82 seconds)
Cbc0010I After 594347 nodes, 19885 on tree, 3856.03 best solution, best possible 3185.6788 (5426.52 seconds)
Cbc0010I After 594464 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (5427.23 seconds)
Cbc0010I After 594548 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (5427.94 seconds)
Cbc0010I After 594700 nodes, 19870 on tree, 3856.03 best solution, best possible 3185.6788 (5428.65 seconds)
Cbc0010I After 594816 nodes, 19863 on tree, 3856.03 best solution, best possible 3185.6788 (5429.35 seconds)
Cbc0010I After 594879 nodes, 19860 on tree, 3856.03 best solution, best possible 3185.6788 (5430.07 seconds)
Cbc0010I After 594942 nodes, 19850 on tree, 3856.03 best solution, best possible 3185.6788 (5430.78 seconds)
Cbc0010I After 595028 nodes, 19847 on tree, 3856.03 best solution, best possible 3185.6788 (5431.49 seconds)
Cbc0010I After 595118 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (5432.20 seconds)
Cbc0010I After 595203 nodes, 19922 on tree, 3856.03 best solution, best possible 3185.6788 (5432.91 seconds)
Cbc0010I After 595297 nodes, 19923 on tree, 3856.03 best solution, best possible 3185.6788 (5433.61 seconds)
Cbc0010I After 595381 nodes, 19893 on tree, 3856.03 best solution, best possible 3185.6788 (5434.31 seconds)
Cbc0010I After 595474 nodes, 19898 on tree, 3856.03 best solution, best possible 3185.6788 (5435.02 seconds)
Cbc0010I After 595563 nodes, 19875 on tree, 3856.03 best solution, best possible 3185.6788 (5435.72 seconds)
Cbc0010I After 595605 nodes, 19904 on tree, 3856.03 best solution, best possible 3185.6788 (5436.46 seconds)
Cbc0010I After 595667 nodes, 19902 on tree, 3856.03 best solution, best possible 3185.6788 (5437.17 seconds)
Cbc0010I After 595759 nodes, 19879 on tree, 3856.03 best solution, best possible 3185.6788 (5437.87 seconds)
Cbc0010I After 595838 nodes, 19892 on tree, 3856.03 best solution, best possible 3185.6788 (5438.58 seconds)
Cbc0010I After 595931 nodes, 19878 on tree, 3856.03 best solution, best possible 3185.6788 (5439.29 seconds)
Cbc0010I After 596004 nodes, 19889 on tree, 3856.03 best solution, best possible 3185.6788 (5440.00 seconds)
Cbc0010I After 596103 nodes, 19895 on tree, 3856.03 best solution, best possible 3185.6788 (5440.71 seconds)
Cbc0010I After 596202 nodes, 19875 on tree, 3856.03 best solution, best possible 3185.6788 (5441.43 seconds)
Cbc0010I After 596284 nodes, 19871 on tree, 3856.03 best solution, best possible 3185.6788 (5442.14 seconds)
Cbc0010I After 596391 nodes, 19894 on tree, 3856.03 best solution, best possible 3185.6788 (5442.86 seconds)
Cbc0010I After 596435 nodes, 19904 on tree, 3856.03 best solution, best possible 3185.6788 (5443.57 seconds)
Cbc0010I After 596503 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (5444.28 seconds)
Cbc0010I After 596607 nodes, 19884 on tree, 3856.03 best solution, best possible 3185.6788 (5444.99 seconds)
Cbc0010I After 596700 nodes, 19879 on tree, 3856.03 best solution, best possible 3185.6788 (5445.70 seconds)
Cbc0010I After 596799 nodes, 19891 on tree, 3856.03 best solution, best possible 3185.6788 (5446.41 seconds)
Cbc0010I After 596924 nodes, 19871 on tree, 3856.03 best solution, best possible 3185.6788 (5447.12 seconds)
Cbc0010I After 597029 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (5447.82 seconds)
Cbc0010I After 597144 nodes, 19883 on tree, 3856.03 best solution, best possible 3185.6788 (5448.53 seconds)
Cbc0010I After 597245 nodes, 19884 on tree, 3856.03 best solution, best possible 3185.6788 (5449.23 seconds)
Cbc0010I After 597330 nodes, 19895 on tree, 3856.03 best solution, best possible 3185.6788 (5449.94 seconds)
Cbc0010I After 597399 nodes, 19880 on tree, 3856.03 best solution, best possible 3185.6788 (5450.66 seconds)
Cbc0010I After 597482 nodes, 19863 on tree, 3856.03 best solution, best possible 3185.6788 (5451.37 seconds)
Cbc0010I After 597555 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (5452.09 seconds)
Cbc0010I After 597648 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (5452.79 seconds)
Cbc0010I After 597737 nodes, 19918 on tree, 3856.03 best solution, best possible 3185.6788 (5453.49 seconds)
Cbc0010I After 597836 nodes, 19892 on tree, 3856.03 best solution, best possible 3185.6788 (5454.20 seconds)
Cbc0010I After 597921 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (5454.90 seconds)
Cbc0010I After 598007 nodes, 19883 on tree, 3856.03 best solution, best possible 3185.6788 (5455.63 seconds)
Cbc0010I After 598071 nodes, 19877 on tree, 3856.03 best solution, best possible 3185.6788 (5456.35 seconds)
Cbc0010I After 598135 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (5457.05 seconds)
Cbc0010I After 598236 nodes, 19888 on tree, 3856.03 best solution, best possible 3185.6788 (5457.76 seconds)
Cbc0010I After 598326 nodes, 19884 on tree, 3856.03 best solution, best possible 3185.6788 (5458.47 seconds)
Cbc0010I After 598406 nodes, 19870 on tree, 3856.03 best solution, best possible 3185.6788 (5459.18 seconds)
Cbc0010I After 598492 nodes, 19877 on tree, 3856.03 best solution, best possible 3185.6788 (5459.89 seconds)
Cbc0010I After 598582 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (5460.60 seconds)
Cbc0010I After 598641 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (5461.32 seconds)
Cbc0010I After 598712 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (5462.02 seconds)
Cbc0010I After 598783 nodes, 19861 on tree, 3856.03 best solution, best possible 3185.6788 (5462.73 seconds)
Cbc0010I After 598868 nodes, 19898 on tree, 3856.03 best solution, best possible 3185.6788 (5463.44 seconds)
Cbc0010I After 598959 nodes, 19886 on tree, 3856.03 best solution, best possible 3185.6788 (5464.17 seconds)
Cbc0010I After 599033 nodes, 19871 on tree, 3856.03 best solution, best possible 3185.6788 (5464.87 seconds)
Cbc0010I After 599124 nodes, 19871 on tree, 3856.03 best solution, best possible 3185.6788 (5465.59 seconds)
Cbc0010I After 599205 nodes, 19878 on tree, 3856.03 best solution, best possible 3185.6788 (5466.29 seconds)
Cbc0010I After 599299 nodes, 19859 on tree, 3856.03 best solution, best possible 3185.6788 (5467.00 seconds)
Cbc0010I After 599356 nodes, 19861 on tree, 3856.03 best solution, best possible 3185.6788 (5467.70 seconds)
Cbc0010I After 599406 nodes, 19864 on tree, 3856.03 best solution, best possible 3185.6788 (5468.41 seconds)
Cbc0010I After 599506 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (5469.11 seconds)
Cbc0010I After 599574 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (5469.83 seconds)
Cbc0010I After 599672 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (5470.53 seconds)
Cbc0010I After 599778 nodes, 19853 on tree, 3856.03 best solution, best possible 3185.6788 (5471.26 seconds)
Cbc0010I After 599843 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (5471.98 seconds)
Cbc0010I After 599945 nodes, 19864 on tree, 3856.03 best solution, best possible 3185.6788 (5472.69 seconds)
Cbc0010I After 600058 nodes, 19844 on tree, 3856.03 best solution, best possible 3185.6788 (5473.39 seconds)
Cbc0010I After 600163 nodes, 19882 on tree, 3856.03 best solution, best possible 3185.6788 (5474.10 seconds)
Cbc0010I After 600252 nodes, 19873 on tree, 3856.03 best solution, best possible 3185.6788 (5474.81 seconds)
Cbc0010I After 600343 nodes, 19861 on tree, 3856.03 best solution, best possible 3185.6788 (5475.51 seconds)
Cbc0010I After 600432 nodes, 19853 on tree, 3856.03 best solution, best possible 3185.6788 (5476.22 seconds)
Cbc0010I After 600535 nodes, 19856 on tree, 3856.03 best solution, best possible 3185.6788 (5476.92 seconds)
Cbc0010I After 600666 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (5477.63 seconds)
Cbc0010I After 600769 nodes, 19858 on tree, 3856.03 best solution, best possible 3185.6788 (5478.33 seconds)
Cbc0010I After 600913 nodes, 19857 on tree, 3856.03 best solution, best possible 3185.6788 (5479.03 seconds)
Cbc0010I After 601034 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (5479.73 seconds)
Cbc0010I After 601157 nodes, 19860 on tree, 3856.03 best solution, best possible 3185.6788 (5480.44 seconds)
Cbc0010I After 601323 nodes, 19848 on tree, 3856.03 best solution, best possible 3185.6788 (5481.15 seconds)
Cbc0010I After 601406 nodes, 19850 on tree, 3856.03 best solution, best possible 3185.6788 (5481.86 seconds)
Cbc0010I After 601500 nodes, 19863 on tree, 3856.03 best solution, best possible 3185.6788 (5482.59 seconds)
Cbc0010I After 601622 nodes, 19870 on tree, 3856.03 best solution, best possible 3185.6788 (5483.30 seconds)
Cbc0010I After 601681 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (5484.00 seconds)
Cbc0010I After 601764 nodes, 19875 on tree, 3856.03 best solution, best possible 3185.6788 (5484.71 seconds)
Cbc0010I After 601856 nodes, 19870 on tree, 3856.03 best solution, best possible 3185.6788 (5485.41 seconds)
Cbc0010I After 601948 nodes, 19885 on tree, 3856.03 best solution, best possible 3185.6788 (5486.12 seconds)
Cbc0010I After 602048 nodes, 19869 on tree, 3856.03 best solution, best possible 3185.6788 (5486.83 seconds)
Cbc0010I After 602137 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (5487.53 seconds)
Cbc0010I After 602289 nodes, 19865 on tree, 3856.03 best solution, best possible 3185.6788 (5488.23 seconds)
Cbc0010I After 602444 nodes, 19875 on tree, 3856.03 best solution, best possible 3185.6788 (5488.93 seconds)
Cbc0010I After 602551 nodes, 19858 on tree, 3856.03 best solution, best possible 3185.6788 (5489.64 seconds)
Cbc0010I After 602677 nodes, 19870 on tree, 3856.03 best solution, best possible 3185.6788 (5490.35 seconds)
Cbc0010I After 602798 nodes, 19867 on tree, 3856.03 best solution, best possible 3185.6788 (5491.05 seconds)
Cbc0010I After 602937 nodes, 19864 on tree, 3856.03 best solution, best possible 3185.6788 (5491.76 seconds)
Cbc0010I After 603029 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (5492.46 seconds)
Cbc0010I After 603178 nodes, 19903 on tree, 3856.03 best solution, best possible 3185.6788 (5493.17 seconds)
Cbc0010I After 603294 nodes, 19909 on tree, 3856.03 best solution, best possible 3185.6788 (5493.88 seconds)
Cbc0010I After 603371 nodes, 19900 on tree, 3856.03 best solution, best possible 3185.6788 (5494.59 seconds)
Cbc0010I After 603481 nodes, 19896 on tree, 3856.03 best solution, best possible 3185.6788 (5495.29 seconds)
Cbc0010I After 603612 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (5496.00 seconds)
Cbc0010I After 603732 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (5496.70 seconds)
Cbc0010I After 603888 nodes, 19881 on tree, 3856.03 best solution, best possible 3185.6788 (5497.40 seconds)
Cbc0010I After 604014 nodes, 19877 on tree, 3856.03 best solution, best possible 3185.6788 (5498.11 seconds)
Cbc0010I After 604148 nodes, 19863 on tree, 3856.03 best solution, best possible 3185.6788 (5498.81 seconds)
Cbc0010I After 604265 nodes, 19887 on tree, 3856.03 best solution, best possible 3185.6788 (5499.52 seconds)
Cbc0010I After 604392 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (5500.22 seconds)
Cbc0010I After 604511 nodes, 19863 on tree, 3856.03 best solution, best possible 3185.6788 (5500.92 seconds)
Cbc0010I After 604624 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (5501.64 seconds)
Cbc0010I After 604702 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (5502.35 seconds)
Cbc0010I After 604828 nodes, 19883 on tree, 3856.03 best solution, best possible 3185.6788 (5503.05 seconds)
Cbc0010I After 604963 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (5503.75 seconds)
Cbc0010I After 605068 nodes, 19859 on tree, 3856.03 best solution, best possible 3185.6788 (5504.47 seconds)
Cbc0010I After 605151 nodes, 19896 on tree, 3856.03 best solution, best possible 3185.6788 (5505.18 seconds)
Cbc0010I After 605291 nodes, 19902 on tree, 3856.03 best solution, best possible 3185.6788 (5505.89 seconds)
Cbc0010I After 605415 nodes, 19911 on tree, 3856.03 best solution, best possible 3185.6788 (5506.59 seconds)
Cbc0010I After 605508 nodes, 19897 on tree, 3856.03 best solution, best possible 3185.6788 (5507.30 seconds)
Cbc0010I After 605646 nodes, 19901 on tree, 3856.03 best solution, best possible 3185.6788 (5508.00 seconds)
Cbc0010I After 605759 nodes, 19879 on tree, 3856.03 best solution, best possible 3185.6788 (5508.71 seconds)
Cbc0010I After 605853 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (5509.43 seconds)
Cbc0010I After 605927 nodes, 19892 on tree, 3856.03 best solution, best possible 3185.6788 (5510.15 seconds)
Cbc0010I After 606036 nodes, 19891 on tree, 3856.03 best solution, best possible 3185.6788 (5510.86 seconds)
Cbc0010I After 606133 nodes, 19876 on tree, 3856.03 best solution, best possible 3185.6788 (5511.57 seconds)
Cbc0010I After 606223 nodes, 19868 on tree, 3856.03 best solution, best possible 3185.6788 (5512.27 seconds)
Cbc0010I After 606340 nodes, 19866 on tree, 3856.03 best solution, best possible 3185.6788 (5512.98 seconds)
Cbc0010I After 606444 nodes, 19908 on tree, 3856.03 best solution, best possible 3185.6788 (5513.68 seconds)
Cbc0010I After 606556 nodes, 19872 on tree, 3856.03 best solution, best possible 3185.6788 (5514.39 seconds)
Cbc0010I After 606710 nodes, 19875 on tree, 3856.03 best solution, best possible 3185.6788 (5515.09 seconds)
