Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-1593097.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-1593097.txt -quit (default strategy 1)
At line 1 NAME          neos-1593097
At line 2 ROWS
At line 802 COLUMNS
At line 114165 RHS
At line 114496 BOUNDS
At line 132697 ENDATA
Problem neos-1593097 has 798 rows, 18460 columns and 113308 elements
Coin0008I neos-1593097 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 4424 - 3.60112 seconds
Cgl0011I 208 variables made integer
Cgl0004I processed model has 746 rows, 18408 columns (18408 integer (18200 of which binary)) and 94848 elements
Coin3009W Conflict graph built in 1.349 seconds, density: 0.443%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 205 integers unsatisfied sum - 57.2435
Cbc0038I Pass   1: suminf.   31.02691 (123) obj. 12821.3 iterations 965
Cbc0038I Pass   2: suminf.   24.19730 (113) obj. 14176.8 iterations 262
Cbc0038I Pass   3: suminf.   21.93990 (113) obj. 14058.4 iterations 115
Cbc0038I Pass   4: suminf.   21.93990 (113) obj. 14058.4 iterations 0
Cbc0038I Pass   5: suminf.   18.78916 (110) obj. 15814.5 iterations 222
Cbc0038I Pass   6: suminf.   17.77662 (107) obj. 15954.6 iterations 70
Cbc0038I Pass   7: suminf.   17.72389 (104) obj. 15957.9 iterations 12
Cbc0038I Pass   8: suminf.   16.96529 (97) obj. 17647.9 iterations 178
Cbc0038I Pass   9: suminf.   14.53281 (88) obj. 18960.6 iterations 218
Cbc0038I Pass  10: suminf.   13.45497 (84) obj. 19565.7 iterations 184
Cbc0038I Pass  11: suminf.   12.64038 (95) obj. 19426.4 iterations 76
Cbc0038I Pass  12: suminf.   12.92235 (90) obj. 19303.6 iterations 154
Cbc0038I Pass  13: suminf.   12.52398 (90) obj. 19330 iterations 28
Cbc0038I Pass  14: suminf.   13.51107 (73) obj. 20350.4 iterations 259
Cbc0038I Pass  15: suminf.   11.53886 (71) obj. 20568.6 iterations 144
Cbc0038I Pass  16: suminf.   11.08671 (68) obj. 21400.4 iterations 163
Cbc0038I Pass  17: suminf.   11.08671 (68) obj. 21400.4 iterations 12
Cbc0038I Pass  18: suminf.   10.76177 (66) obj. 21553 iterations 174
Cbc0038I Pass  19: suminf.   10.68944 (67) obj. 21559.1 iterations 25
Cbc0038I Pass  20: suminf.   10.25647 (69) obj. 22159.6 iterations 193
Cbc0038I Pass  21: suminf.    9.66255 (65) obj. 22233.1 iterations 78
Cbc0038I Pass  22: suminf.    9.70590 (60) obj. 22761.1 iterations 173
Cbc0038I Pass  23: suminf.    9.23502 (65) obj. 22700.4 iterations 59
Cbc0038I Pass  24: suminf.    7.80216 (58) obj. 23111.9 iterations 168
Cbc0038I Pass  25: suminf.    7.51206 (59) obj. 23061 iterations 109
Cbc0038I Pass  26: suminf.    7.99670 (62) obj. 22850.8 iterations 275
Cbc0038I Pass  27: suminf.    7.49384 (63) obj. 22777.6 iterations 139
Cbc0038I Pass  28: suminf.    8.33834 (53) obj. 22664.6 iterations 128
Cbc0038I Pass  29: suminf.    7.37079 (53) obj. 22693.7 iterations 20
Cbc0038I Pass  30: suminf.    6.70225 (60) obj. 22756.4 iterations 63
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 17695 integers at bound fixed and 93 continuous
Cbc0038I Mini branch and bound did not improve solution (11.56 seconds)
Cbc0038I After 14.64 seconds - Feasibility pump exiting - took 7.50 seconds
Cbc0031I 555 added rows had average density of 108.54234
Cbc0013I At root node, 555 cuts changed objective from 4424 to 4436.7757 in 17 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (445 active)  in 26.545 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 132 row cuts average 276.6 elements, 0 column cuts (0 active)  in 2.333 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.057 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 1845 row cuts average 70.8 elements, 0 column cuts (0 active)  in 30.515 seconds - new frequency is 1
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.172 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.968 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 909 row cuts average 139.6 elements, 0 column cuts (0 active)  in 0.902 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 1134 row cuts average 70.3 elements, 0 column cuts (0 active)  in 0.511 seconds - new frequency is 1
Cbc0014I Cut generator 8 (TwoMirCuts) - 277 row cuts average 147.7 elements, 0 column cuts (0 active)  in 2.334 seconds - new frequency is -100
Cbc0014I Cut generator 9 (ZeroHalf) - 388 row cuts average 142.3 elements, 0 column cuts (0 active)  in 2.183 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 4436.7757 (229.20 seconds)
Cbc0010I After 9654 nodes, 4910 on tree, 24323 best solution, best possible 4436.7757 (8309.11 seconds)
Cbc0010I After 9655 nodes, 4910 on tree, 24323 best solution, best possible 4436.7757 (8309.83 seconds)
Cbc0010I After 9659 nodes, 4906 on tree, 24323 best solution, best possible 4436.7757 (8310.54 seconds)
Cbc0010I After 9662 nodes, 4907 on tree, 24323 best solution, best possible 4436.7757 (8311.77 seconds)
Cbc0010I After 9663 nodes, 4907 on tree, 24323 best solution, best possible 4436.7757 (8312.75 seconds)
Cbc0010I After 9666 nodes, 4906 on tree, 24323 best solution, best possible 4436.7757 (8313.58 seconds)
Cbc0010I After 9669 nodes, 4903 on tree, 24323 best solution, best possible 4436.7757 (8314.58 seconds)
Cbc0010I After 9674 nodes, 4899 on tree, 24323 best solution, best possible 4436.7757 (8315.71 seconds)
Cbc0010I After 9675 nodes, 4900 on tree, 24323 best solution, best possible 4436.7757 (8321.86 seconds)
Cbc0010I After 9676 nodes, 4900 on tree, 24323 best solution, best possible 4436.7757 (8332.31 seconds)
Cbc0010I After 9677 nodes, 4901 on tree, 24323 best solution, best possible 4436.7757 (8340.38 seconds)
Cbc0010I After 9680 nodes, 4898 on tree, 24323 best solution, best possible 4436.7757 (8341.50 seconds)
Cbc0010I After 9682 nodes, 4896 on tree, 24323 best solution, best possible 4436.7757 (8342.30 seconds)
Cbc0010I After 9686 nodes, 4892 on tree, 24323 best solution, best possible 4436.7757 (8343.23 seconds)
Cbc0010I After 9690 nodes, 4888 on tree, 24323 best solution, best possible 4436.7757 (8343.93 seconds)
Cbc0010I After 9696 nodes, 4882 on tree, 24323 best solution, best possible 4436.7757 (8344.81 seconds)
Cbc0010I After 9697 nodes, 4882 on tree, 24323 best solution, best possible 4436.7757 (8352.80 seconds)
Cbc0010I After 9699 nodes, 4880 on tree, 24323 best solution, best possible 4436.7757 (8353.87 seconds)
Cbc0010I After 9701 nodes, 4880 on tree, 24323 best solution, best possible 4436.7757 (8354.81 seconds)
Cbc0010I After 9703 nodes, 4882 on tree, 24323 best solution, best possible 4436.7757 (8363.14 seconds)
Cbc0010I After 9704 nodes, 4882 on tree, 24323 best solution, best possible 4436.7757 (8368.49 seconds)
Cbc0010I After 9705 nodes, 4882 on tree, 24323 best solution, best possible 4436.7757 (8370.19 seconds)
Cbc0010I After 9707 nodes, 4882 on tree, 24323 best solution, best possible 4436.7757 (8378.28 seconds)
Cbc0010I After 9709 nodes, 4882 on tree, 24323 best solution, best possible 4436.7757 (8381.64 seconds)
Cbc0010I After 9713 nodes, 4878 on tree, 24323 best solution, best possible 4436.7757 (8382.35 seconds)
Cbc0010I After 9715 nodes, 4876 on tree, 24323 best solution, best possible 4436.7757 (8384.16 seconds)
Cbc0010I After 9719 nodes, 4872 on tree, 24323 best solution, best possible 4436.7757 (8385.11 seconds)
Cbc0010I After 9720 nodes, 4872 on tree, 24323 best solution, best possible 4436.7757 (8387.72 seconds)
Cbc0010I After 9721 nodes, 4873 on tree, 24323 best solution, best possible 4436.7757 (8390.80 seconds)
Cbc0010I After 9725 nodes, 4869 on tree, 24323 best solution, best possible 4436.7757 (8391.75 seconds)
Cbc0010I After 9731 nodes, 4864 on tree, 24323 best solution, best possible 4436.7757 (8393.52 seconds)
Cbc0010I After 9732 nodes, 4864 on tree, 24323 best solution, best possible 4436.7757 (8394.68 seconds)
Cbc0010I After 9737 nodes, 4859 on tree, 24323 best solution, best possible 4436.7757 (8395.54 seconds)
Cbc0010I After 9743 nodes, 4853 on tree, 24323 best solution, best possible 4436.7757 (8397.19 seconds)
Cbc0010I After 9745 nodes, 4851 on tree, 24323 best solution, best possible 4436.7757 (8398.37 seconds)
Cbc0010I After 9749 nodes, 4847 on tree, 24323 best solution, best possible 4436.7757 (8399.10 seconds)
Cbc0010I After 9750 nodes, 4846 on tree, 24323 best solution, best possible 4436.7757 (8406.71 seconds)
Cbc0010I After 9754 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (8407.52 seconds)
Cbc0010I After 9757 nodes, 4846 on tree, 24323 best solution, best possible 4436.7757 (8414.13 seconds)
Cbc0010I After 9758 nodes, 4846 on tree, 24323 best solution, best possible 4436.7757 (8423.42 seconds)
Cbc0010I After 9759 nodes, 4846 on tree, 24323 best solution, best possible 4436.7757 (8424.48 seconds)
Cbc0010I After 9761 nodes, 4847 on tree, 24323 best solution, best possible 4436.7757 (8425.23 seconds)
Cbc0010I After 9762 nodes, 4848 on tree, 24323 best solution, best possible 4436.7757 (8432.62 seconds)
Cbc0010I After 9765 nodes, 4848 on tree, 24323 best solution, best possible 4436.7757 (8440.64 seconds)
Cbc0010I After 9767 nodes, 4848 on tree, 24323 best solution, best possible 4436.7757 (8450.15 seconds)
Cbc0010I After 9768 nodes, 4848 on tree, 24323 best solution, best possible 4436.7757 (8457.55 seconds)
Cbc0010I After 9769 nodes, 4849 on tree, 24323 best solution, best possible 4436.7757 (8458.29 seconds)
Cbc0010I After 9771 nodes, 4851 on tree, 24323 best solution, best possible 4436.7757 (8459.30 seconds)
Cbc0010I After 9774 nodes, 4850 on tree, 24323 best solution, best possible 4436.7757 (8460.17 seconds)
Cbc0010I After 9775 nodes, 4851 on tree, 24323 best solution, best possible 4436.7757 (8467.47 seconds)
Cbc0010I After 9776 nodes, 4851 on tree, 24323 best solution, best possible 4436.7757 (8473.45 seconds)
Cbc0010I After 9783 nodes, 4846 on tree, 24323 best solution, best possible 4436.7757 (8474.53 seconds)
Cbc0010I After 9784 nodes, 4847 on tree, 24323 best solution, best possible 4436.7757 (8477.66 seconds)
Cbc0010I After 9786 nodes, 4845 on tree, 24323 best solution, best possible 4436.7757 (8480.23 seconds)
Cbc0010I After 9791 nodes, 4840 on tree, 24323 best solution, best possible 4436.7757 (8481.21 seconds)
Cbc0010I After 9792 nodes, 4840 on tree, 24323 best solution, best possible 4436.7757 (8485.78 seconds)
Cbc0010I After 9793 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8502.16 seconds)
Cbc0010I After 9797 nodes, 4837 on tree, 24323 best solution, best possible 4436.7757 (8504.12 seconds)
Cbc0010I After 9799 nodes, 4835 on tree, 24323 best solution, best possible 4436.7757 (8506.16 seconds)
Cbc0010I After 9804 nodes, 4831 on tree, 24323 best solution, best possible 4436.7757 (8509.91 seconds)
Cbc0010I After 9805 nodes, 4830 on tree, 24323 best solution, best possible 4436.7757 (8522.74 seconds)
Cbc0010I After 9810 nodes, 4826 on tree, 24323 best solution, best possible 4436.7757 (8525.09 seconds)
Cbc0010I After 9811 nodes, 4827 on tree, 24323 best solution, best possible 4436.7757 (8529.68 seconds)
Cbc0010I After 9813 nodes, 4827 on tree, 24323 best solution, best possible 4436.7757 (8537.19 seconds)
Cbc0010I After 9815 nodes, 4827 on tree, 24323 best solution, best possible 4436.7757 (8539.88 seconds)
Cbc0010I After 9816 nodes, 4828 on tree, 24323 best solution, best possible 4436.7757 (8542.67 seconds)
Cbc0010I After 9818 nodes, 4828 on tree, 24323 best solution, best possible 4436.7757 (8544.78 seconds)
Cbc0010I After 9819 nodes, 4829 on tree, 24323 best solution, best possible 4436.7757 (8548.90 seconds)
Cbc0010I After 9820 nodes, 4830 on tree, 24323 best solution, best possible 4436.7757 (8552.30 seconds)
Cbc0010I After 9823 nodes, 4828 on tree, 24323 best solution, best possible 4436.7757 (8554.02 seconds)
Cbc0010I After 9824 nodes, 4829 on tree, 24323 best solution, best possible 4436.7757 (8555.54 seconds)
Cbc0010I After 9825 nodes, 4829 on tree, 24323 best solution, best possible 4436.7757 (8558.81 seconds)
Cbc0010I After 9826 nodes, 4830 on tree, 24323 best solution, best possible 4436.7757 (8562.42 seconds)
Cbc0010I After 9827 nodes, 4830 on tree, 24323 best solution, best possible 4436.7757 (8567.43 seconds)
Cbc0010I After 9828 nodes, 4831 on tree, 24323 best solution, best possible 4436.7757 (8574.13 seconds)
Cbc0010I After 9829 nodes, 4831 on tree, 24323 best solution, best possible 4436.7757 (8581.03 seconds)
Cbc0010I After 9830 nodes, 4832 on tree, 24323 best solution, best possible 4436.7757 (8583.55 seconds)
Cbc0010I After 9831 nodes, 4833 on tree, 24323 best solution, best possible 4436.7757 (8585.23 seconds)
Cbc0010I After 9832 nodes, 4833 on tree, 24323 best solution, best possible 4436.7757 (8587.84 seconds)
Cbc0010I After 9833 nodes, 4834 on tree, 24323 best solution, best possible 4436.7757 (8589.13 seconds)
Cbc0010I After 9834 nodes, 4835 on tree, 24323 best solution, best possible 4436.7757 (8592.25 seconds)
Cbc0010I After 9835 nodes, 4835 on tree, 24323 best solution, best possible 4436.7757 (8595.56 seconds)
Cbc0010I After 9836 nodes, 4835 on tree, 24323 best solution, best possible 4436.7757 (8598.41 seconds)
Cbc0010I After 9837 nodes, 4836 on tree, 24323 best solution, best possible 4436.7757 (8600.19 seconds)
Cbc0010I After 9838 nodes, 4837 on tree, 24323 best solution, best possible 4436.7757 (8605.67 seconds)
Cbc0010I After 9840 nodes, 4836 on tree, 24323 best solution, best possible 4436.7757 (8608.41 seconds)
Cbc0010I After 9841 nodes, 4837 on tree, 24323 best solution, best possible 4436.7757 (8613.98 seconds)
Cbc0010I After 9843 nodes, 4837 on tree, 24323 best solution, best possible 4436.7757 (8616.02 seconds)
Cbc0010I After 9845 nodes, 4837 on tree, 24323 best solution, best possible 4436.7757 (8616.79 seconds)
Cbc0010I After 9846 nodes, 4838 on tree, 24323 best solution, best possible 4436.7757 (8624.67 seconds)
Cbc0010I After 9847 nodes, 4838 on tree, 24323 best solution, best possible 4436.7757 (8635.03 seconds)
Cbc0010I After 9849 nodes, 4838 on tree, 24323 best solution, best possible 4436.7757 (8641.50 seconds)
Cbc0010I After 9850 nodes, 4838 on tree, 24323 best solution, best possible 4436.7757 (8651.83 seconds)
Cbc0010I After 9851 nodes, 4839 on tree, 24323 best solution, best possible 4436.7757 (8653.97 seconds)
Cbc0010I After 9852 nodes, 4840 on tree, 24323 best solution, best possible 4436.7757 (8657.43 seconds)
Cbc0010I After 9853 nodes, 4840 on tree, 24323 best solution, best possible 4436.7757 (8661.05 seconds)
Cbc0010I After 9854 nodes, 4840 on tree, 24323 best solution, best possible 4436.7757 (8662.83 seconds)
Cbc0010I After 9855 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8666.98 seconds)
Cbc0010I After 9857 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8668.10 seconds)
Cbc0010I After 9860 nodes, 4839 on tree, 24323 best solution, best possible 4436.7757 (8668.84 seconds)
Cbc0010I After 9861 nodes, 4840 on tree, 24323 best solution, best possible 4436.7757 (8671.45 seconds)
Cbc0010I After 9862 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8673.14 seconds)
Cbc0010I After 9863 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8678.13 seconds)
Cbc0010I After 9864 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8684.00 seconds)
Cbc0010I After 9867 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8687.88 seconds)
Cbc0010I After 9868 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8688.94 seconds)
Cbc0010I After 9869 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8691.27 seconds)
Cbc0010I After 9870 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8693.52 seconds)
Cbc0010I After 9871 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (8694.67 seconds)
Cbc0010I After 9874 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8696.21 seconds)
Cbc0010I After 9875 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (8702.00 seconds)
Cbc0010I After 9877 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8706.95 seconds)
Cbc0010I After 9878 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8712.08 seconds)
Cbc0010I After 9880 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8718.25 seconds)
Cbc0010I After 9881 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8723.05 seconds)
Cbc0010I After 9882 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8727.87 seconds)
Cbc0010I After 9883 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8729.08 seconds)
Cbc0010I After 9884 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (8730.39 seconds)
Cbc0010I After 9885 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (8733.99 seconds)
Cbc0010I After 9890 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8735.74 seconds)
Cbc0010I After 9891 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8738.36 seconds)
Cbc0010I After 9892 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (8741.41 seconds)
Cbc0010I After 9893 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (8743.13 seconds)
Cbc0010I After 9894 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (8745.02 seconds)
Cbc0010I After 9895 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (8746.79 seconds)
Cbc0010I After 9896 nodes, 4845 on tree, 24323 best solution, best possible 4436.7757 (8753.87 seconds)
Cbc0010I After 9897 nodes, 4845 on tree, 24323 best solution, best possible 4436.7757 (8763.05 seconds)
Cbc0010I After 9898 nodes, 4845 on tree, 24323 best solution, best possible 4436.7757 (8765.49 seconds)
Cbc0010I After 9899 nodes, 4846 on tree, 24323 best solution, best possible 4436.7757 (8771.49 seconds)
Cbc0010I After 9900 nodes, 4846 on tree, 24323 best solution, best possible 4436.7757 (8780.71 seconds)
Cbc0010I After 9901 nodes, 4847 on tree, 24323 best solution, best possible 4436.7757 (8786.10 seconds)
Cbc0010I After 9902 nodes, 4847 on tree, 24323 best solution, best possible 4436.7757 (8796.64 seconds)
Cbc0010I After 9903 nodes, 4848 on tree, 24323 best solution, best possible 4436.7757 (8802.59 seconds)
Cbc0010I After 9904 nodes, 4848 on tree, 24323 best solution, best possible 4436.7757 (8810.80 seconds)
Cbc0010I After 9905 nodes, 4848 on tree, 24323 best solution, best possible 4436.7757 (8813.68 seconds)
Cbc0010I After 9906 nodes, 4849 on tree, 24323 best solution, best possible 4436.7757 (8815.41 seconds)
Cbc0010I After 9909 nodes, 4848 on tree, 24323 best solution, best possible 4436.7757 (8816.14 seconds)
Cbc0010I After 9910 nodes, 4849 on tree, 24323 best solution, best possible 4436.7757 (8823.81 seconds)
Cbc0010I After 9911 nodes, 4849 on tree, 24323 best solution, best possible 4436.7757 (8829.11 seconds)
Cbc0010I After 9912 nodes, 4850 on tree, 24323 best solution, best possible 4436.7757 (8831.31 seconds)
Cbc0010I After 9913 nodes, 4851 on tree, 24323 best solution, best possible 4436.7757 (8832.76 seconds)
Cbc0010I After 9914 nodes, 4852 on tree, 24323 best solution, best possible 4436.7757 (8834.82 seconds)
Cbc0010I After 9915 nodes, 4853 on tree, 24323 best solution, best possible 4436.7757 (8837.38 seconds)
Cbc0010I After 9918 nodes, 4852 on tree, 24323 best solution, best possible 4436.7757 (8845.05 seconds)
Cbc0010I After 9919 nodes, 4851 on tree, 24323 best solution, best possible 4436.7757 (8845.93 seconds)
Cbc0010I After 9921 nodes, 4850 on tree, 24323 best solution, best possible 4436.7757 (8852.66 seconds)
Cbc0010I After 9922 nodes, 4851 on tree, 24323 best solution, best possible 4436.7757 (8855.32 seconds)
Cbc0010I After 9923 nodes, 4852 on tree, 24323 best solution, best possible 4436.7757 (8857.29 seconds)
Cbc0010I After 9925 nodes, 4852 on tree, 24323 best solution, best possible 4436.7757 (8859.14 seconds)
Cbc0010I After 9927 nodes, 4852 on tree, 24323 best solution, best possible 4436.7757 (8870.75 seconds)
Cbc0010I After 9928 nodes, 4852 on tree, 24323 best solution, best possible 4436.7757 (8878.00 seconds)
Cbc0010I After 9931 nodes, 4849 on tree, 24323 best solution, best possible 4436.7757 (8878.85 seconds)
Cbc0010I After 9936 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (8879.76 seconds)
Cbc0010I After 9938 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (8881.58 seconds)
Cbc0010I After 9939 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (8884.82 seconds)
Cbc0010I After 9940 nodes, 4845 on tree, 24323 best solution, best possible 4436.7757 (8896.12 seconds)
Cbc0010I After 9945 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8917.39 seconds)
Cbc0010I After 9946 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (8925.13 seconds)
Cbc0010I After 9949 nodes, 4840 on tree, 24323 best solution, best possible 4436.7757 (8928.82 seconds)
Cbc0010I After 9950 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8931.53 seconds)
Cbc0010I After 9952 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (8943.64 seconds)
Cbc0010I After 9954 nodes, 4839 on tree, 24323 best solution, best possible 4436.7757 (8945.73 seconds)
Cbc0010I After 9960 nodes, 4833 on tree, 24323 best solution, best possible 4436.7757 (8946.45 seconds)
Cbc0010I After 9962 nodes, 4832 on tree, 24323 best solution, best possible 4436.7757 (8949.13 seconds)
Cbc0010I After 9963 nodes, 4833 on tree, 24323 best solution, best possible 4436.7757 (8955.50 seconds)
Cbc0010I After 9966 nodes, 4831 on tree, 24323 best solution, best possible 4436.7757 (8959.30 seconds)
Cbc0010I After 9967 nodes, 4832 on tree, 24323 best solution, best possible 4436.7757 (8970.62 seconds)
Cbc0010I After 9968 nodes, 4832 on tree, 24323 best solution, best possible 4436.7757 (8974.99 seconds)
Cbc0010I After 9969 nodes, 4832 on tree, 24323 best solution, best possible 4436.7757 (8980.62 seconds)
Cbc0010I After 9970 nodes, 4832 on tree, 24323 best solution, best possible 4436.7757 (8983.16 seconds)
Cbc0010I After 9971 nodes, 4833 on tree, 24323 best solution, best possible 4436.7757 (8984.67 seconds)
Cbc0010I After 9972 nodes, 4834 on tree, 24323 best solution, best possible 4436.7757 (8988.71 seconds)
Cbc0010I After 9973 nodes, 4835 on tree, 24323 best solution, best possible 4436.7757 (8990.11 seconds)
Cbc0010I After 9974 nodes, 4836 on tree, 24323 best solution, best possible 4436.7757 (8990.97 seconds)
Cbc0010I After 9976 nodes, 4836 on tree, 24323 best solution, best possible 4436.7757 (8996.64 seconds)
Cbc0010I After 9977 nodes, 4836 on tree, 24323 best solution, best possible 4436.7757 (9005.44 seconds)
Cbc0010I After 9980 nodes, 4834 on tree, 24323 best solution, best possible 4436.7757 (9011.85 seconds)
Cbc0010I After 9981 nodes, 4835 on tree, 24323 best solution, best possible 4436.7757 (9013.98 seconds)
Cbc0010I After 9982 nodes, 4835 on tree, 24323 best solution, best possible 4436.7757 (9015.15 seconds)
Cbc0010I After 9983 nodes, 4836 on tree, 24323 best solution, best possible 4436.7757 (9016.60 seconds)
Cbc0010I After 9984 nodes, 4837 on tree, 24323 best solution, best possible 4436.7757 (9019.00 seconds)
Cbc0010I After 9986 nodes, 4836 on tree, 24323 best solution, best possible 4436.7757 (9022.58 seconds)
Cbc0010I After 9987 nodes, 4837 on tree, 24323 best solution, best possible 4436.7757 (9024.29 seconds)
Cbc0010I After 9989 nodes, 4837 on tree, 24323 best solution, best possible 4436.7757 (9029.01 seconds)
Cbc0010I After 9991 nodes, 4837 on tree, 24323 best solution, best possible 4436.7757 (9029.73 seconds)
Cbc0010I After 9992 nodes, 4838 on tree, 24323 best solution, best possible 4436.7757 (9030.66 seconds)
Cbc0010I After 9993 nodes, 4839 on tree, 24323 best solution, best possible 4436.7757 (9040.47 seconds)
Cbc0010I After 9994 nodes, 4839 on tree, 24323 best solution, best possible 4436.7757 (9050.14 seconds)
Cbc0010I After 9995 nodes, 4839 on tree, 24323 best solution, best possible 4436.7757 (9052.09 seconds)
Cbc0010I After 9996 nodes, 4840 on tree, 24323 best solution, best possible 4436.7757 (9058.95 seconds)
Cbc0010I After 9998 nodes, 4840 on tree, 24323 best solution, best possible 4436.7757 (9060.27 seconds)
Cbc0010I After 9999 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (9062.07 seconds)
Cbc0010I After 10000 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (9071.74 seconds)
Cbc0010I After 10001 nodes, 4841 on tree, 24323 best solution, best possible 4436.7757 (9073.32 seconds)
Cbc0010I After 10002 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (9074.90 seconds)
Cbc0010I After 10003 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (9079.76 seconds)
Cbc0010I After 10004 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (9081.03 seconds)
Cbc0010I After 10005 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (9082.99 seconds)
Cbc0010I After 10006 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (9084.03 seconds)
Cbc0010I After 10007 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (9086.89 seconds)
Cbc0010I After 10010 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (9091.04 seconds)
Cbc0010I After 10012 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (9092.13 seconds)
Cbc0010I After 10013 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (9095.39 seconds)
Cbc0010I After 10014 nodes, 4845 on tree, 24323 best solution, best possible 4436.7757 (9101.52 seconds)
Cbc0010I After 10017 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (9102.25 seconds)
Cbc0010I After 10018 nodes, 4842 on tree, 24323 best solution, best possible 4436.7757 (9103.62 seconds)
Cbc0010I After 10019 nodes, 4843 on tree, 24323 best solution, best possible 4436.7757 (9105.96 seconds)
Cbc0010I After 10020 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (9109.88 seconds)
Cbc0010I After 10021 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (9117.05 seconds)
Cbc0010I After 10022 nodes, 4844 on tree, 24323 best solution, best possible 4436.7757 (9118.86 seconds)
Cbc0010I After 10023 nodes, 4845 on tree, 24323 best solution, best possible 4436.7757 (9122.93 seconds)
Cbc0010I After 10025 nodes, 4845 on tree, 24323 best solution, best possible 4436.7757 (9124.56 seconds)
Cbc0010I After 10026 nodes, 4846 on tree, 24323 best solution, best possible 4436.7757 (9125.61 seconds)
Cbc0010I After 10027 nodes, 4846 on tree, 24323 best solution, best possible 4436.7757 (9127.38 seconds)
