Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-3627168-kasai.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-3627168-kasai.txt -quit (default strategy 1)
At line 1 NAME          neos-3627168-kasai
At line 2 ROWS
At line 1659 COLUMNS
At line 6823 RHS
At line 7818 BOUNDS
At line 8284 ENDATA
Problem neos-3627168-kasai has 1655 rows, 1462 columns and 5158 elements
Coin0008I neos-3627168-kasai read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 945808 - 0.207023 seconds
Cgl0004I processed model has 1652 rows, 1400 columns (476 integer (476 of which binary)) and 4158 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.012%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 157 integers unsatisfied sum - 43.2401
Cbc0038I Pass   1: suminf.   15.24531 (83) obj. 968401 iterations 500
Cbc0038I Pass   2: suminf.   12.29192 (79) obj. 969092 iterations 39
Cbc0038I Pass   3: suminf.    3.31194 (23) obj. 981104 iterations 116
Cbc0038I Pass   4: suminf.    0.88000 (12) obj. 989076 iterations 40
Cbc0038I Solution found of 991856
Cbc0038I Relaxing continuous gives 991523
Cbc0038I Before mini branch and bound, 263 integers at bound fixed and 324 continuous
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 400 rows 385 columns
Cbc0038I Mini branch and bound improved solution from 991523 to 989622 (1.48 seconds)
Cbc0038I Round again with cutoff of 986094
Cbc0038I Pass   5: suminf.   15.24531 (83) obj. 968401 iterations 0
Cbc0038I Pass   6: suminf.   12.29192 (79) obj. 969092 iterations 58
Cbc0038I Pass   7: suminf.    5.84577 (57) obj. 972228 iterations 66
Cbc0038I Pass   8: suminf.    1.52491 (20) obj. 982154 iterations 72
Cbc0038I Pass   9: suminf.    0.19204 (3) obj. 986094 iterations 84
Cbc0038I Pass  10: suminf.    0.17982 (3) obj. 986094 iterations 3
Cbc0038I Pass  11: suminf.    0.92859 (3) obj. 986094 iterations 28
Cbc0038I Pass  12: suminf.    0.13131 (2) obj. 986094 iterations 22
Cbc0038I Pass  13: suminf.    5.04140 (27) obj. 986094 iterations 261
Cbc0038I Pass  14: suminf.    3.50183 (19) obj. 986094 iterations 76
Cbc0038I Pass  15: suminf.    1.76272 (8) obj. 986094 iterations 90
Cbc0038I Pass  16: suminf.    1.65129 (9) obj. 986094 iterations 26
Cbc0038I Pass  17: suminf.    2.10612 (11) obj. 986094 iterations 43
Cbc0038I Pass  18: suminf.    2.11091 (11) obj. 986094 iterations 10
Cbc0038I Pass  19: suminf.    1.71634 (11) obj. 986094 iterations 50
Cbc0038I Pass  20: suminf.    1.71634 (11) obj. 986094 iterations 2
Cbc0038I Pass  21: suminf.    2.63233 (11) obj. 986094 iterations 51
Cbc0038I Pass  22: suminf.    2.61324 (13) obj. 986094 iterations 8
Cbc0038I Pass  23: suminf.    3.26009 (16) obj. 986094 iterations 48
Cbc0038I Pass  24: suminf.    3.25567 (18) obj. 986094 iterations 5
Cbc0038I Pass  25: suminf.    1.56725 (6) obj. 986094 iterations 86
Cbc0038I Pass  26: suminf.    1.26167 (6) obj. 986094 iterations 77
Cbc0038I Pass  27: suminf.   12.96482 (61) obj. 986094 iterations 353
Cbc0038I Pass  28: suminf.    8.46968 (48) obj. 986094 iterations 125
Cbc0038I Pass  29: suminf.    6.11743 (31) obj. 986094 iterations 154
Cbc0038I Pass  30: suminf.    5.07514 (28) obj. 986094 iterations 32
Cbc0038I Pass  31: suminf.    5.08030 (24) obj. 986094 iterations 111
Cbc0038I Pass  32: suminf.    4.21003 (22) obj. 986094 iterations 50
Cbc0038I Pass  33: suminf.    4.07728 (19) obj. 986094 iterations 46
Cbc0038I Pass  34: suminf.    3.95199 (20) obj. 986094 iterations 14
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 164 integers at bound fixed and 201 continuous
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 900 rows 787 columns - 108 fixed gives 644, 593 - ok now
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 644 rows 592 columns
Cbc0038I Mini branch and bound did not improve solution (3.13 seconds)
Cbc0038I After 3.13 seconds - Feasibility pump exiting with objective of 989622 - took 2.83 seconds
Cbc0012I Integer solution of 989621.93 found by feasibility pump after 0 iterations and 0 nodes (3.16 seconds)
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 642 rows 550 columns
Cbc0031I 211 added rows had average density of 7.7772512
Cbc0013I At root node, 211 cuts changed objective from 954341.03 to 967481.12 in 43 passes
Cbc0014I Cut generator 0 (Probing) - 1147 row cuts average 2.4 elements, 0 column cuts (93 active)  in 0.093 seconds - new frequency is 1
Cbc0014I Cut generator 1 (Gomory) - 290 row cuts average 22.7 elements, 0 column cuts (0 active)  in 0.590 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 46 row cuts average 13.5 elements, 0 column cuts (0 active)  in 0.233 seconds - new frequency is 1
Cbc0014I Cut generator 3 (liftKnapsack) - 45 row cuts average 11.8 elements, 0 column cuts (0 active)  in 0.654 seconds - new frequency is 1
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 701 row cuts average 10.2 elements, 0 column cuts (0 active)  in 0.151 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 17 row cuts average 11.4 elements, 0 column cuts (0 active)  in 0.107 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 538 row cuts average 55.0 elements, 0 column cuts (0 active)  in 0.221 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 989621.93 best solution, best possible 967481.12 (10.19 seconds)
Cbc0010I After 231006 nodes, 32351 on tree, 988961.66 best solution, best possible 982874.78 (5057.37 seconds)
Cbc0010I After 231121 nodes, 32340 on tree, 988961.66 best solution, best possible 982874.78 (5058.07 seconds)
Cbc0010I After 231228 nodes, 32343 on tree, 988961.66 best solution, best possible 982874.78 (5058.78 seconds)
Cbc0010I After 231339 nodes, 32339 on tree, 988961.66 best solution, best possible 982874.78 (5059.48 seconds)
Cbc0010I After 231455 nodes, 32339 on tree, 988961.66 best solution, best possible 982874.78 (5060.18 seconds)
Cbc0010I After 231567 nodes, 32333 on tree, 988961.66 best solution, best possible 982874.78 (5060.90 seconds)
Cbc0010I After 231666 nodes, 32322 on tree, 988961.66 best solution, best possible 982874.78 (5061.63 seconds)
Cbc0010I After 231729 nodes, 32346 on tree, 988961.66 best solution, best possible 982874.78 (5062.33 seconds)
Cbc0010I After 231856 nodes, 32348 on tree, 988961.66 best solution, best possible 982874.78 (5063.04 seconds)
Cbc0010I After 231961 nodes, 32348 on tree, 988961.66 best solution, best possible 982874.78 (5063.74 seconds)
Cbc0010I After 232080 nodes, 32344 on tree, 988961.66 best solution, best possible 982874.78 (5064.45 seconds)
Cbc0010I After 232197 nodes, 32337 on tree, 988961.66 best solution, best possible 982874.78 (5065.15 seconds)
Cbc0010I After 232322 nodes, 32333 on tree, 988961.66 best solution, best possible 982874.78 (5065.86 seconds)
Cbc0010I After 232443 nodes, 32342 on tree, 988961.66 best solution, best possible 982874.78 (5066.56 seconds)
Cbc0010I After 232551 nodes, 32337 on tree, 988961.66 best solution, best possible 982874.78 (5067.27 seconds)
Cbc0010I After 232689 nodes, 32323 on tree, 988961.66 best solution, best possible 982874.78 (5067.98 seconds)
Cbc0010I After 232801 nodes, 32336 on tree, 988961.66 best solution, best possible 982874.78 (5068.69 seconds)
Cbc0010I After 232923 nodes, 32330 on tree, 988961.66 best solution, best possible 982874.78 (5069.39 seconds)
Cbc0010I After 233009 nodes, 32331 on tree, 988961.66 best solution, best possible 982874.85 (5070.15 seconds)
Cbc0010I After 233026 nodes, 32336 on tree, 988961.66 best solution, best possible 982875.2 (5070.86 seconds)
Cbc0010I After 233046 nodes, 32342 on tree, 988961.66 best solution, best possible 982875.47 (5071.60 seconds)
Cbc0010I After 233079 nodes, 32356 on tree, 988961.66 best solution, best possible 982876.18 (5072.31 seconds)
Cbc0010I After 233101 nodes, 32364 on tree, 988961.66 best solution, best possible 982876.46 (5073.06 seconds)
Cbc0010I After 233127 nodes, 32372 on tree, 988961.66 best solution, best possible 982876.71 (5073.77 seconds)
Cbc0010I After 233156 nodes, 32381 on tree, 988961.66 best solution, best possible 982877.26 (5074.51 seconds)
Cbc0010I After 233181 nodes, 32391 on tree, 988961.66 best solution, best possible 982877.95 (5075.21 seconds)
Cbc0010I After 233218 nodes, 32404 on tree, 988961.66 best solution, best possible 982878.37 (5075.98 seconds)
Cbc0010I After 233241 nodes, 32411 on tree, 988961.66 best solution, best possible 982878.61 (5076.74 seconds)
Cbc0010I After 233259 nodes, 32418 on tree, 988961.66 best solution, best possible 982878.97 (5077.45 seconds)
Cbc0010I After 233285 nodes, 32424 on tree, 988961.66 best solution, best possible 982879.36 (5078.16 seconds)
Cbc0010I After 233316 nodes, 32433 on tree, 988961.66 best solution, best possible 982880.04 (5078.88 seconds)
Cbc0010I After 233342 nodes, 32442 on tree, 988961.66 best solution, best possible 982880.52 (5079.60 seconds)
Cbc0010I After 233369 nodes, 32453 on tree, 988961.66 best solution, best possible 982881.04 (5080.31 seconds)
Cbc0010I After 233387 nodes, 32459 on tree, 988961.66 best solution, best possible 982881.38 (5081.06 seconds)
Cbc0010I After 233406 nodes, 32467 on tree, 988961.66 best solution, best possible 982881.78 (5081.82 seconds)
Cbc0010I After 233440 nodes, 32483 on tree, 988961.66 best solution, best possible 982882.13 (5082.57 seconds)
Cbc0010I After 233471 nodes, 32495 on tree, 988961.66 best solution, best possible 982882.55 (5083.34 seconds)
Cbc0010I After 233493 nodes, 32504 on tree, 988961.66 best solution, best possible 982882.99 (5084.04 seconds)
Cbc0010I After 233517 nodes, 32514 on tree, 988961.66 best solution, best possible 982883.42 (5084.80 seconds)
Cbc0010I After 233529 nodes, 32519 on tree, 988961.66 best solution, best possible 982883.6 (5085.55 seconds)
Cbc0010I After 233558 nodes, 32528 on tree, 988961.66 best solution, best possible 982884.27 (5086.32 seconds)
Cbc0010I After 233582 nodes, 32539 on tree, 988961.66 best solution, best possible 982884.74 (5087.08 seconds)
Cbc0010I After 233615 nodes, 32545 on tree, 988961.66 best solution, best possible 982885.43 (5087.82 seconds)
Cbc0010I After 233635 nodes, 32548 on tree, 988961.66 best solution, best possible 982885.83 (5088.52 seconds)
Cbc0010I After 233655 nodes, 32554 on tree, 988961.66 best solution, best possible 982885.97 (5089.26 seconds)
Cbc0010I After 233669 nodes, 32561 on tree, 988961.66 best solution, best possible 982886.16 (5090.04 seconds)
Cbc0010I After 233698 nodes, 32575 on tree, 988961.66 best solution, best possible 982886.49 (5090.80 seconds)
Cbc0010I After 233716 nodes, 32582 on tree, 988961.66 best solution, best possible 982886.85 (5091.57 seconds)
Cbc0010I After 233736 nodes, 32591 on tree, 988961.66 best solution, best possible 982887.18 (5092.28 seconds)
Cbc0010I After 233764 nodes, 32596 on tree, 988961.66 best solution, best possible 982887.63 (5092.98 seconds)
Cbc0010I After 233799 nodes, 32602 on tree, 988961.66 best solution, best possible 982888.16 (5093.70 seconds)
Cbc0010I After 233822 nodes, 32611 on tree, 988961.66 best solution, best possible 982888.5 (5094.41 seconds)
Cbc0010I After 233842 nodes, 32619 on tree, 988961.66 best solution, best possible 982888.9 (5095.12 seconds)
Cbc0010I After 233861 nodes, 32626 on tree, 988961.66 best solution, best possible 982889.17 (5095.89 seconds)
Cbc0010I After 233882 nodes, 32637 on tree, 988961.66 best solution, best possible 982889.33 (5096.66 seconds)
Cbc0010I After 233904 nodes, 32640 on tree, 988961.66 best solution, best possible 982889.47 (5097.39 seconds)
Cbc0010I After 233925 nodes, 32650 on tree, 988961.66 best solution, best possible 982889.79 (5098.10 seconds)
Cbc0010I After 233952 nodes, 32659 on tree, 988961.66 best solution, best possible 982890.02 (5098.81 seconds)
Cbc0010I After 233971 nodes, 32663 on tree, 988961.66 best solution, best possible 982890.22 (5099.57 seconds)
Cbc0010I After 233994 nodes, 32673 on tree, 988961.66 best solution, best possible 982890.39 (5100.29 seconds)
Cbc0010I After 234022 nodes, 32673 on tree, 988961.66 best solution, best possible 982890.45 (5101.01 seconds)
Cbc0010I After 234121 nodes, 32693 on tree, 988961.66 best solution, best possible 982890.45 (5101.72 seconds)
Cbc0010I After 234254 nodes, 32683 on tree, 988961.66 best solution, best possible 982890.45 (5102.42 seconds)
Cbc0010I After 234374 nodes, 32690 on tree, 988961.66 best solution, best possible 982890.45 (5103.14 seconds)
Cbc0010I After 234501 nodes, 32683 on tree, 988961.66 best solution, best possible 982890.45 (5103.85 seconds)
Cbc0010I After 234616 nodes, 32690 on tree, 988961.66 best solution, best possible 982890.45 (5104.56 seconds)
Cbc0010I After 234751 nodes, 32684 on tree, 988961.66 best solution, best possible 982890.45 (5105.26 seconds)
Cbc0010I After 234861 nodes, 32688 on tree, 988961.66 best solution, best possible 982890.45 (5105.97 seconds)
Cbc0010I After 234965 nodes, 32676 on tree, 988961.66 best solution, best possible 982890.45 (5106.67 seconds)
Cbc0010I After 235059 nodes, 32688 on tree, 988961.66 best solution, best possible 982890.45 (5107.38 seconds)
Cbc0010I After 235184 nodes, 32688 on tree, 988961.66 best solution, best possible 982890.45 (5108.09 seconds)
Cbc0010I After 235285 nodes, 32689 on tree, 988961.66 best solution, best possible 982890.45 (5108.79 seconds)
Cbc0010I After 235405 nodes, 32681 on tree, 988961.66 best solution, best possible 982890.45 (5109.50 seconds)
Cbc0010I After 235508 nodes, 32682 on tree, 988961.66 best solution, best possible 982890.45 (5110.21 seconds)
Cbc0010I After 235622 nodes, 32679 on tree, 988961.66 best solution, best possible 982890.45 (5110.92 seconds)
Cbc0010I After 235726 nodes, 32687 on tree, 988961.66 best solution, best possible 982890.45 (5111.63 seconds)
Cbc0010I After 235844 nodes, 32682 on tree, 988961.66 best solution, best possible 982890.45 (5112.34 seconds)
Cbc0010I After 235952 nodes, 32677 on tree, 988961.66 best solution, best possible 982890.45 (5113.05 seconds)
Cbc0010I After 236061 nodes, 32703 on tree, 988961.66 best solution, best possible 982890.45 (5113.75 seconds)
Cbc0010I After 236155 nodes, 32693 on tree, 988961.66 best solution, best possible 982890.45 (5114.47 seconds)
Cbc0010I After 236227 nodes, 32693 on tree, 988961.66 best solution, best possible 982890.45 (5115.19 seconds)
Cbc0010I After 236307 nodes, 32695 on tree, 988961.66 best solution, best possible 982890.45 (5115.90 seconds)
Cbc0010I After 236418 nodes, 32689 on tree, 988961.66 best solution, best possible 982890.45 (5116.60 seconds)
Cbc0010I After 236530 nodes, 32685 on tree, 988961.66 best solution, best possible 982890.45 (5117.31 seconds)
Cbc0010I After 236628 nodes, 32684 on tree, 988961.66 best solution, best possible 982890.45 (5118.03 seconds)
Cbc0010I After 236726 nodes, 32688 on tree, 988961.66 best solution, best possible 982890.45 (5118.74 seconds)
Cbc0010I After 236846 nodes, 32702 on tree, 988961.66 best solution, best possible 982890.45 (5119.45 seconds)
Cbc0010I After 236941 nodes, 32692 on tree, 988961.66 best solution, best possible 982890.45 (5120.15 seconds)
Cbc0010I After 237008 nodes, 32695 on tree, 988961.66 best solution, best possible 982890.55 (5120.89 seconds)
Cbc0010I After 237029 nodes, 32706 on tree, 988961.66 best solution, best possible 982890.99 (5121.65 seconds)
Cbc0010I After 237045 nodes, 32712 on tree, 988961.66 best solution, best possible 982891.29 (5122.41 seconds)
Cbc0010I After 237069 nodes, 32719 on tree, 988961.66 best solution, best possible 982891.68 (5123.14 seconds)
Cbc0010I After 237098 nodes, 32728 on tree, 988961.66 best solution, best possible 982892.72 (5123.86 seconds)
Cbc0010I After 237118 nodes, 32735 on tree, 988961.66 best solution, best possible 982893.08 (5124.62 seconds)
Cbc0010I After 237156 nodes, 32748 on tree, 988961.66 best solution, best possible 982893.58 (5125.34 seconds)
Cbc0010I After 237182 nodes, 32754 on tree, 988961.66 best solution, best possible 982893.79 (5126.10 seconds)
Cbc0010I After 237208 nodes, 32763 on tree, 988961.66 best solution, best possible 982894.18 (5126.81 seconds)
Cbc0010I After 237231 nodes, 32770 on tree, 988961.66 best solution, best possible 982894.52 (5127.52 seconds)
Cbc0010I After 237245 nodes, 32776 on tree, 988961.66 best solution, best possible 982894.76 (5128.26 seconds)
Cbc0010I After 237265 nodes, 32781 on tree, 988961.66 best solution, best possible 982894.94 (5128.99 seconds)
Cbc0010I After 237284 nodes, 32788 on tree, 988961.66 best solution, best possible 982895.27 (5129.71 seconds)
Cbc0010I After 237301 nodes, 32794 on tree, 988961.66 best solution, best possible 982895.73 (5130.44 seconds)
Cbc0010I After 237335 nodes, 32808 on tree, 988961.66 best solution, best possible 982896.22 (5131.20 seconds)
Cbc0010I After 237352 nodes, 32811 on tree, 988961.66 best solution, best possible 982896.47 (5131.99 seconds)
Cbc0010I After 237375 nodes, 32818 on tree, 988961.66 best solution, best possible 982896.7 (5132.70 seconds)
Cbc0010I After 237394 nodes, 32823 on tree, 988961.66 best solution, best possible 982897.05 (5133.46 seconds)
Cbc0010I After 237420 nodes, 32832 on tree, 988961.66 best solution, best possible 982897.35 (5134.19 seconds)
Cbc0010I After 237446 nodes, 32837 on tree, 988961.66 best solution, best possible 982897.8 (5134.94 seconds)
Cbc0010I After 237464 nodes, 32842 on tree, 988961.66 best solution, best possible 982898.03 (5135.72 seconds)
Cbc0010I After 237481 nodes, 32850 on tree, 988961.66 best solution, best possible 982898.29 (5136.42 seconds)
Cbc0010I After 237503 nodes, 32858 on tree, 988961.66 best solution, best possible 982898.72 (5137.17 seconds)
Cbc0010I After 237520 nodes, 32862 on tree, 988961.66 best solution, best possible 982899.15 (5137.89 seconds)
Cbc0010I After 237542 nodes, 32869 on tree, 988961.66 best solution, best possible 982899.47 (5138.66 seconds)
Cbc0010I After 237567 nodes, 32881 on tree, 988961.66 best solution, best possible 982899.76 (5139.38 seconds)
Cbc0010I After 237587 nodes, 32889 on tree, 988961.66 best solution, best possible 982899.98 (5140.09 seconds)
Cbc0010I After 237611 nodes, 32901 on tree, 988961.66 best solution, best possible 982900.37 (5140.83 seconds)
Cbc0010I After 237627 nodes, 32906 on tree, 988961.66 best solution, best possible 982900.68 (5141.54 seconds)
Cbc0010I After 237650 nodes, 32913 on tree, 988961.66 best solution, best possible 982900.92 (5142.25 seconds)
Cbc0010I After 237671 nodes, 32917 on tree, 988961.66 best solution, best possible 982901.31 (5142.98 seconds)
Cbc0010I After 237701 nodes, 32931 on tree, 988961.66 best solution, best possible 982901.96 (5143.76 seconds)
Cbc0010I After 237722 nodes, 32938 on tree, 988961.66 best solution, best possible 982902.24 (5144.50 seconds)
Cbc0010I After 237744 nodes, 32946 on tree, 988961.66 best solution, best possible 982902.46 (5145.26 seconds)
Cbc0010I After 237773 nodes, 32956 on tree, 988961.66 best solution, best possible 982902.9 (5146.01 seconds)
Cbc0010I After 237799 nodes, 32964 on tree, 988961.66 best solution, best possible 982903.24 (5146.79 seconds)
Cbc0010I After 237827 nodes, 32973 on tree, 988961.66 best solution, best possible 982903.55 (5147.49 seconds)
Cbc0010I After 237855 nodes, 32979 on tree, 988961.66 best solution, best possible 982903.92 (5148.25 seconds)
Cbc0010I After 237886 nodes, 32989 on tree, 988961.66 best solution, best possible 982904.47 (5148.96 seconds)
Cbc0010I After 237913 nodes, 32999 on tree, 988961.66 best solution, best possible 982904.87 (5149.71 seconds)
Cbc0010I After 237926 nodes, 33004 on tree, 988961.66 best solution, best possible 982905.1 (5150.47 seconds)
Cbc0010I After 237953 nodes, 33013 on tree, 988961.66 best solution, best possible 982905.52 (5151.18 seconds)
Cbc0010I After 237974 nodes, 33023 on tree, 988961.66 best solution, best possible 982905.74 (5151.96 seconds)
Cbc0010I After 238005 nodes, 33030 on tree, 988961.66 best solution, best possible 982906.11 (5152.66 seconds)
Cbc0010I After 238094 nodes, 33032 on tree, 988961.66 best solution, best possible 982906.11 (5153.37 seconds)
Cbc0010I After 238215 nodes, 33030 on tree, 988961.66 best solution, best possible 982906.11 (5154.07 seconds)
Cbc0010I After 238327 nodes, 33028 on tree, 988961.66 best solution, best possible 982906.11 (5154.79 seconds)
Cbc0010I After 238438 nodes, 33022 on tree, 988961.66 best solution, best possible 982906.11 (5155.50 seconds)
Cbc0010I After 238542 nodes, 33019 on tree, 988961.66 best solution, best possible 982906.11 (5156.21 seconds)
Cbc0010I After 238646 nodes, 33027 on tree, 988961.66 best solution, best possible 982906.11 (5156.92 seconds)
Cbc0010I After 238765 nodes, 33026 on tree, 988961.66 best solution, best possible 982906.11 (5157.63 seconds)
Cbc0010I After 238878 nodes, 33017 on tree, 988961.66 best solution, best possible 982906.11 (5158.34 seconds)
Cbc0010I After 238980 nodes, 33026 on tree, 988961.66 best solution, best possible 982906.11 (5159.05 seconds)
Cbc0010I After 239095 nodes, 33031 on tree, 988961.66 best solution, best possible 982906.11 (5159.76 seconds)
Cbc0010I After 239205 nodes, 33017 on tree, 988961.66 best solution, best possible 982906.11 (5160.47 seconds)
Cbc0010I After 239304 nodes, 33020 on tree, 988961.66 best solution, best possible 982906.11 (5161.17 seconds)
Cbc0010I After 239414 nodes, 33016 on tree, 988961.66 best solution, best possible 982906.11 (5161.88 seconds)
Cbc0010I After 239525 nodes, 33017 on tree, 988961.66 best solution, best possible 982906.11 (5162.59 seconds)
Cbc0010I After 239641 nodes, 33014 on tree, 988961.66 best solution, best possible 982906.11 (5163.31 seconds)
Cbc0010I After 239751 nodes, 33019 on tree, 988961.66 best solution, best possible 982906.11 (5164.02 seconds)
Cbc0010I After 239859 nodes, 33027 on tree, 988961.66 best solution, best possible 982906.11 (5164.73 seconds)
Cbc0010I After 239980 nodes, 33016 on tree, 988961.66 best solution, best possible 982906.11 (5165.44 seconds)
Cbc0010I After 240105 nodes, 33018 on tree, 988961.66 best solution, best possible 982906.11 (5166.16 seconds)
Cbc0010I After 240223 nodes, 33014 on tree, 988961.66 best solution, best possible 982906.11 (5166.87 seconds)
Cbc0010I After 240342 nodes, 33011 on tree, 988961.66 best solution, best possible 982906.11 (5167.59 seconds)
Cbc0010I After 240453 nodes, 33015 on tree, 988961.66 best solution, best possible 982906.11 (5168.29 seconds)
Cbc0010I After 240568 nodes, 33017 on tree, 988961.66 best solution, best possible 982906.11 (5169.00 seconds)
Cbc0010I After 240696 nodes, 33013 on tree, 988961.66 best solution, best possible 982906.11 (5169.70 seconds)
Cbc0010I After 240811 nodes, 33014 on tree, 988961.66 best solution, best possible 982906.11 (5170.40 seconds)
Cbc0010I After 240937 nodes, 33009 on tree, 988961.66 best solution, best possible 982906.11 (5171.11 seconds)
Cbc0010I After 241002 nodes, 33024 on tree, 988961.66 best solution, best possible 982906.18 (5171.88 seconds)
Cbc0010I After 241016 nodes, 33030 on tree, 988961.66 best solution, best possible 982906.36 (5172.66 seconds)
Cbc0010I After 241041 nodes, 33039 on tree, 988961.66 best solution, best possible 982906.66 (5173.36 seconds)
Cbc0010I After 241071 nodes, 33052 on tree, 988961.66 best solution, best possible 982907.03 (5174.09 seconds)
Cbc0010I After 241093 nodes, 33057 on tree, 988961.66 best solution, best possible 982907.31 (5174.85 seconds)
Cbc0010I After 241122 nodes, 33067 on tree, 988961.66 best solution, best possible 982907.97 (5175.56 seconds)
Cbc0010I After 241146 nodes, 33073 on tree, 988961.66 best solution, best possible 982908.32 (5176.28 seconds)
Cbc0010I After 241173 nodes, 33083 on tree, 988961.66 best solution, best possible 982908.61 (5176.99 seconds)
Cbc0010I After 241189 nodes, 33089 on tree, 988961.66 best solution, best possible 982908.99 (5177.73 seconds)
Cbc0010I After 241210 nodes, 33098 on tree, 988961.66 best solution, best possible 982909.17 (5178.46 seconds)
Cbc0010I After 241254 nodes, 33112 on tree, 988961.66 best solution, best possible 982909.95 (5179.20 seconds)
Cbc0010I After 241279 nodes, 33121 on tree, 988961.66 best solution, best possible 982910.23 (5179.91 seconds)
Cbc0010I After 241300 nodes, 33127 on tree, 988961.66 best solution, best possible 982910.63 (5180.66 seconds)
Cbc0010I After 241312 nodes, 33130 on tree, 988961.66 best solution, best possible 982910.89 (5181.45 seconds)
Cbc0010I After 241331 nodes, 33136 on tree, 988961.66 best solution, best possible 982911.17 (5182.16 seconds)
Cbc0010I After 241351 nodes, 33143 on tree, 988961.66 best solution, best possible 982911.55 (5182.93 seconds)
Cbc0010I After 241369 nodes, 33148 on tree, 988961.66 best solution, best possible 982911.86 (5183.65 seconds)
Cbc0010I After 241384 nodes, 33154 on tree, 988961.66 best solution, best possible 982912.25 (5184.38 seconds)
Cbc0010I After 241417 nodes, 33163 on tree, 988961.66 best solution, best possible 982912.73 (5185.15 seconds)
Cbc0010I After 241443 nodes, 33170 on tree, 988961.66 best solution, best possible 982913.02 (5185.87 seconds)
Cbc0010I After 241485 nodes, 33187 on tree, 988961.66 best solution, best possible 982913.51 (5186.61 seconds)
Cbc0010I After 241506 nodes, 33197 on tree, 988961.66 best solution, best possible 982913.72 (5187.32 seconds)
Cbc0010I After 241530 nodes, 33208 on tree, 988961.66 best solution, best possible 982914.1 (5188.02 seconds)
Cbc0010I After 241555 nodes, 33213 on tree, 988961.66 best solution, best possible 982914.26 (5188.74 seconds)
Cbc0010I After 241579 nodes, 33222 on tree, 988961.66 best solution, best possible 982914.81 (5189.51 seconds)
Cbc0010I After 241604 nodes, 33235 on tree, 988961.66 best solution, best possible 982915.08 (5190.28 seconds)
Cbc0010I After 241627 nodes, 33246 on tree, 988961.66 best solution, best possible 982915.44 (5191.04 seconds)
Cbc0010I After 241645 nodes, 33252 on tree, 988961.66 best solution, best possible 982915.59 (5191.80 seconds)
Cbc0010I After 241668 nodes, 33259 on tree, 988961.66 best solution, best possible 982915.99 (5192.54 seconds)
Cbc0010I After 241685 nodes, 33263 on tree, 988961.66 best solution, best possible 982916.18 (5193.32 seconds)
Cbc0010I After 241704 nodes, 33269 on tree, 988961.66 best solution, best possible 982916.53 (5194.10 seconds)
Cbc0010I After 241729 nodes, 33275 on tree, 988961.66 best solution, best possible 982916.88 (5194.81 seconds)
Cbc0010I After 241753 nodes, 33280 on tree, 988961.66 best solution, best possible 982917.04 (5195.53 seconds)
Cbc0010I After 241779 nodes, 33292 on tree, 988961.66 best solution, best possible 982917.49 (5196.31 seconds)
Cbc0010I After 241794 nodes, 33296 on tree, 988961.66 best solution, best possible 982917.72 (5197.03 seconds)
Cbc0010I After 241815 nodes, 33302 on tree, 988961.66 best solution, best possible 982918.11 (5197.74 seconds)
Cbc0010I After 241833 nodes, 33304 on tree, 988961.66 best solution, best possible 982918.35 (5198.44 seconds)
Cbc0010I After 241861 nodes, 33314 on tree, 988961.66 best solution, best possible 982918.71 (5199.15 seconds)
Cbc0010I After 241898 nodes, 33324 on tree, 988961.66 best solution, best possible 982919.27 (5199.86 seconds)
Cbc0010I After 241913 nodes, 33331 on tree, 988961.66 best solution, best possible 982919.51 (5200.59 seconds)
Cbc0010I After 241943 nodes, 33341 on tree, 988961.66 best solution, best possible 982920.1 (5201.29 seconds)
Cbc0010I After 241981 nodes, 33355 on tree, 988961.66 best solution, best possible 982920.54 (5202.02 seconds)
Cbc0010I After 242054 nodes, 33361 on tree, 988961.66 best solution, best possible 982920.81 (5202.73 seconds)
Cbc0010I After 242181 nodes, 33358 on tree, 988961.66 best solution, best possible 982920.81 (5203.44 seconds)
Cbc0010I After 242306 nodes, 33366 on tree, 988961.66 best solution, best possible 982920.81 (5204.14 seconds)
